term,example
거북선,미국인 선교사였던호머 헐버트(1863~1949)는 미국의 [Harper’s New Monthly Magazine]의 1899년 6월호에 거북선을 거북배(tortoise-boat)라고 표현하면서 철판(Iron Plate)으로 감싼 구조라고 명시했다.
거북선,초창기 거북선 연구자들 중에 거북선이 철갑선이었다고 주장한 사람 중에 다수는 특이하게도 한국인들이 아니라 서양인들이었다.
거북선,거북선이철갑선(鐵甲船)인지 여부는 1880년대 이래 130여 년 동안 가장 인기 있는 토론 주제 중의 하나였다.
거북선,"언더우드(Horace Horton Underwood, 1890~1951)도 1933년 영국왕립아시아학회 조선분과지에 발표한 그의 논문(Korea Boats and ships)에서 “거북선 개판의 두꺼운 나무 판자만으로도 충분히 일본군의 조총 사격은 막을 수 있었다”고 설명했다."
거북선,물론 일본에서 구경 9mm급 이상의 조총도 널리 사용했지만 위와 같은 여러 기록을 본다면 어지간한 조총으로는 50m 이상 거리에서 거북선의 외판을 관통하기는 현실적으로 어렵다고 할 수 있다.
거북선,”마치 인파이터 스타일을 구사하는 권투선수처럼 거북선이 적의 기함 역할을 했던 층루선에 바짝 붙어 함포를 대량 발사했다는 이야기다.
거북선,다름 아닌거북선과화차(火車·Hwacha)다.
거북선,거북선은 이미 1880년대부터 관심을 모아왔지만 화차는 지난 10년 사이에 갑작스럽게 국제적으로 유명해졌다.
거북선,"거북선이 철갑선이란 직접적 증거가 없다고 생각했던 언더우드 조차도 1933년 [영국왕립아시아학회 한국분과지]에 발표한 그의 논문(Korea Boats and ships)에서 “거북선 개판의 두꺼운 나무판자만으로도 충분히 일본군의 조총 사격은 막을 수 있겠지만, 적의 화공에는 어떻게 대처했는지는 이해하기 어렵다”고 의문을 표시했다."
거북선,"거북선은 두꺼운 개판과 개판 위에 설치한 뾰족한 철침으로 적이 뛰어드는 것을 원천봉쇄할 수 있고, 적의 화살 공격은 물론이고 조총 사격도 어느 정도 막아낼 수 있었다."
거북선,"헐버트는 거북선을 ‘철갑선(Ironclad)’의 일종이라고 간주하면서, “한국은 철갑선과 금속 활판 기술을 세계에서 가장 이른 시기에 발명한 국가”라고 소개하기도 했다."
거북선,"관리를 잘하면 배의 기본적 기능은 유지할 수 있을지 모르나, 거북선을 현대 군함으로 사용할 수 없듯이 시간이 흐르면서 결국 무기로서의 가치는 사라진다."
거북선,이 때문에 거북선 내부 구조 논쟁과 마찬가지로 철갑선 논쟁도 여전히 끝을 보지 못하고 여전히 ‘현재 진행형’으로 남아 있다.
거북선,결국 거북선 철갑선설이란 것도 목조 선체를 가진 배에 부분적으로 철판을 장갑으로 덧붙인 배를 의미할 뿐인 것이다.
거북선,"거북선의 내부 구조가 2층인지 아니면 3층인지, 혹은 또 다른 구조인지 여부가 논쟁의 핵심이다."
거북선,지금 남아있는 거북선 관련 자료 중에 가장 자세하고 권위 있는 자료는 1795년 편찬된 [이충무공전서]다.
거북선,"이 책은 통제영거북선과 전라좌수영 거북선 등 2개의 거북선 그림을 제시하면서, 본문 설명에서는 통제영 귀선이 이순신 장군의 옛 제도에서 나온 것이라고 설명하고 있다."
거북선,"는 거북선 구조를 설명하면서 “군사들이 쉴 때는 포판 아래에 있고, 싸울 때에는 포판 위에 올라와 모든 총구멍에 대포를 걸어놓고 쉴 새 없이 쟁여 쏜다”고 설명하고 있다."
거북선,이 같은 [이충무공전서]의 설명 내용을 신뢰하는 학자들은 그 책에 실린 통제영 거북선 그림과 본문 설명을 기초로 거북선이 2층이라고 생각한다.
거북선,"하지만 1976년 남천우 서울대 교수가 거북선이 2층 구조라면 노를 젓는 노군과 활과 화약무기를 쏘는 전투요원이 같은 층에서 활동할 수밖에 없는데, 이 같은 구조는 전투를 하기에 너무 불편하다며 3층설을 처음으로 주장하면서 격렬한 내부 구조 논쟁이 시작된다."
거북선,"판옥선도 3층 구조인데, 거북선이 2층이라면 사실상 판옥선에서 퇴보한 것으로 볼 수밖에 없다는 것이다."
거북선,"이처럼 2층설은 [이충무공전서]의 기록 자체를 더 중시하는 입장이고, 3층설은 거북선이 성능을 발휘하려면 3층이 더 적합하다는 당위론적 논리에 바탕을 두고 있다."
거북선,최근에는 2층설과 3층설의 약점을 보완해 거북선은 반3층 구조였다고 주장하는 연구자나 거북선은 3층이지만 세로 단면이 8각형이라고 주장하는 연구자까지 등장했다.
거북선,"거북선 반 3층설은 이순신 장군이 만든 거북선에도 3층이 있기는 하지만, 활동이 2층에 비해 제한되는 구조의 3층이라는 주장이다."
거북선,의 통제영 거북선 그림에 개판의 제일 위에 포구멍이 뚫려 있는 것처럼 그려 놓은 것도 개판 중 제일 천장이 높은 곳에서만 사람이 서있을 수 있는 구조였기 때문이라고 생각한다.
거북선,반3층 구조를 주장하는 연구자들은 그 근거로 [이충무공전서]의 통제영 거북선 그림과 함께 조선 후기 거북선의 제원을 기록한 [귀선중기]라는 고문서에 거북선 높이가 14척으로 기록된 점을 근거로 든다.
거북선,"또한 임진왜란 당대의 기록인 [간재집]에서 거북선 구조를 설명하면서 소판옥(小板屋)에 사수가 들어가고, 그 아래 선심(船心)에 총통을 탑재한다고 기록이 사실상 반3층설을 뒷받침한다고 본다."
거북선,이에 비해 거북선을 가로로 잘랐을 때 단면이 8각형이라고 주장하는 학설은 기존의 3층설이 [이충무공전서]의 통제영 거북선 그림을 설명할 수 없다는 비판에 대한 대응 차원에서 나온 주장이다.
거북선,2010년에 처음 등장한 단면 8각형설의 핵심은 거북선의 덮개가 곡선 구조가 아니라 다각형 구조를 가지고 있어서 3층 중앙부뿐만 아니라 3층 좌우 끝에서도 사람이 자유롭게 활동할 수 있는 구조였다고 생각한다.
거북선,기존의 거북선 그림이 개판이 다각형처럼 보이지 않는 이유에 대해서는 조선시대 그림이 현대의 회화 기법과 달리 어느 정도 왜곡이 있다는 식으로 해석을 한다.
거북선,"에는 내부 구조에 대한 설명이 부족하고, 거북선 전체 높이도 언급하고 있지 않다."
거북선,오랜 연구에도 불구하고 이순신 거북선의 정확한 실체에 대해서는 여전히 논란이 계속되고 있다.
거북선,"이처럼 여러 가지 거북선 중에 우리가 궁금해 하는 것은, 물론 이순신 장군이 만들어 임진왜란 당대에 활약한 거북선의 구조다."
거북선,이것도 하나의 거북선 종류로 가정한다면 현재 자료가 남아있는 거북선의 종류만 5종이 되는 것이다.
거북선,"임진왜란 당대의 인물인 간재이덕홍도 [간재집] 거북선 그림을 남겼는데, 개판을 곡선이 아니라 직선 구조의 다각형으로 그려 놓고 있어 다른 거북선과 구별된다."
거북선,특히 영국 해군 원정대가 1885년거문도를 점령하기 2년 전인 1883년 한국을 찾았다가 거북선을 목격했다는 기록이 남아 있는 점은 주목할만하다.
거북선,1884년에는 미국의 포크 해군 대위가 경남 고성에서 거북선 잔해를 목격한 기록도 남아 있다.
거북선,유길준이 거북선이 세계 최초의 철갑병선이라고 주장한 [서유견문]을 펴낸 해도 바로 1895년이었다.
거북선,거북선의 정확한 진실을 알려줄 수 있는 결정적 기회는 그렇게 아쉽게 사라지고 만 것이다.
거북선,일제 강점기 이후 1950년대까지거북선을 잠수함의 일종으로 생각하는 엉뚱한 속설이 퍼진 적도 있었다.
거북선,하지만 여암신경준(1712 ~ 1781)이 [여암전서]에서 ‘거북선의 아랫부분 선체는 전선(판옥선)과 같은 모양이다’고 설명한 것에서 알 수 있듯이 거북선과 판옥선의 선체 아랫부분 기본 구조는 동일하다.
거북선,즉 거북선도 한국 전통 선박의 기본 구조에 바탕을 둔 배였다는 뜻이다.
거북선,"거북선도 바닥에는 평평한 저판을 깔고, 옆에는 삼판을 이어 붙이고, 삼판이 안으로 기우는 것을 막기 위해 가룡목을 이용해 고정을 하는 한국 전통 선박의 기본 구조를 가지고 있음을 알 수 있다."
거북선,"2000년대 이후 [귀선중기] 등 거북선과 관련된 새로운 사료가 공개되었지만, 거북선 전체 높이만 나올 뿐 내부 구조에 대한 설명은 여전히 부족해 2층설, 3층설, 반3층설, 3층 단면 8각형설 논쟁을 마무리하기에는 역부족인 상황이다."
거북선,거북선의 크기도 대략 판옥선과 유사했다.
거북선,오늘날 조선시대 거북선은 시대나 지역에 따라 약간씩 형태나 구조가 달랐다고 생각하는 것이 일반적이다.
거북선,현재까지 자료로 확인된 거북선은 모두 다섯 종류가 있다.
거북선,에 등장하는 통제영 거북선과 전라좌수영 거북선이 대표적이다.
거북선,1999년에는 교토대 물리학과 교수인 사쿠라이 다케오 교수가 거북선 복원 설계안을 기초로 복원력을 실험한 결과 2~8mm급 철판을 개판에 덧붙여도 거북선의 복원력에 별문제가 없다는 계산 결과를 발표해 철갑선 주장의 생명력을 이어갔다.
거북선,"는 거북선의 거북머리에서 유황염초를 태운 연기를 피운다고 설명하고 있는데 비해, 이순신이 직접 남긴 장계인 [임진장초]를 보면 거북선 용머리의 구멍으로 대포를 쏘았다고 기록하고 있어 구조에 차이가 있다."
거북선,의 거북선과 이순신 장군이 장계에서 언급한 원형 거북선에는 다소 차이가 있는 것이다.
거북선,"충남 아산의 이순신 종가 집에도 조선 후기의 거북선 그림이 남아있는데, 개판 위에 지휘관이 앉을 수 있는 지휘소 역할을 하는 장대가 그려져 있는 것이 특징이다."
거북선,거북선이 개판 때문에 외부 관측이 제한되는 문제를 해소하기 위해 조선 후기의 거북선에는 판옥선처럼 장대를 설치한 것이다.
거북선,1716년(숙종42년)에 수군의 승선 인원에 대한 규정을 만들었을 때에 거북선에 탑승하는 모든 요원의 숫자가 148명이었다.
거북선,거북선이 철갑선이라는 주장이 외국에서 제기될 때는 조선에 거북선이 남아 있거나 최소한 실제 거북선을 목격한 사람이 살아 있었을 가능성이 매우 높았기 때문이다.
거북선,거북선에 대한 오랜 논쟁을 끝내기 위해 바다 속에서 거북선을 찾아보려는 시도도 있었다.
거북선,바다 속에서 거북선이 발견될 가능성이 있는지에 대해서는 전문가들의 의견도 갈린다.
거북선,2년 뒤인 1415년에도 ‘거북선이 수많은 적에 충돌해도 적이 우리를 해칠 수 없다’는 설명도 나온다.
거북선,하지만 태종대 이후 이순신 장군이 다시 거북선을 만들기까지 200여 년 동안 거북선에 대한 기록이 전혀 등장하지 않고 각종 함선의 보유량을 규정한 경국대전에도 거북선이 누락되어 있으므로 당시 거북선과 이순신 장군의 거북선을 같은 것이라고 말하기는 어렵다.
거북선,거북선의 발명자가 이순신 휘하의 군관이었던나대용(1556 ~ 1612)이라는 주장도 있다.
거북선,최근에는 거북선의 발명자가이덕홍(1541 ~ 1596)이라는 주장도 나온다.
거북선,"거북선 그림과 구조에 대한 설명이 나오는 이덕홍의 문집 [간재집]과 “이덕홍이 전쟁 직전에류성룡에게 거북선 구상을 전달했고, 류성룡이 이를 다시 이순신에게 전달했다”는 안동 지역의 전설을 근거로 든다."
거북선,이순신의 장계나 조선후기의 모든 공식 기록에서 거북선을 이순신이 창제했다고 일관되게 기록하고 있다.
거북선,"당시 사회에서 거북선이라는 법 규정 외의 새로운 군함을 만드는 것은 지휘관의 결단이 필요한 일인데, 그 같은 결단을 내린 사람은 결국 이순신 장군이란 점은 분명하다고 할 수 있다."
거북선,임진왜란 개전 초반 이순신 장군이 보유했던 거북선은 3척이었다.
거북선,임진왜란 중 중국에 보낸 외교문서를 모아둔 [사대문궤]에는 전라좌수영 거북선이 5척으로 기록되어 있어 2척을 추가로 건조했음을 알 수 있다.
거북선,임진왜란 당시 최대 7~8척의 거북선을 보유했을 것이라고 추정하기도 한다.
거북선,"임진왜란이 끝난 이후에는 한동안 이 숫자가 유지되다가 1746년 편찬된 [속대전]에는 거북선 보유량이 14척, 1770년의 [동국문헌비고]에는 40척으로 늘어났다."
거북선,이 같은 거북선 숫자는 주력 군함인 판옥선의 보유량에 비하면 매우 적은 것이다.
거북선,1746년을 기준으로 거북선 보유량은 14척으로 판옥선 보유량은 117척에 비해 8분의 1에 불과했다.
거북선,기록상 가장 많은 거북선이 등장하는 1770년을 기준으로 따져도 판옥선 보유량은 83척으로 거북선 40척의 2배가 넘었다.
거북선,"보유 척수로 보자면 판옥선이 조선 수군의 주력이고, 거북선은 돌격선이라는 특수한 역할을 맡은 군함이었던 셈이다."
거북선,"임진왜란 당시거북선을 가장 많이 보유했을 때도 그 척수는 7척 내외에 불과했지만, 판옥선은 임진왜란 2년차인 1593년에보유량이 약 200여 척에 육박했을 정도로대량 운용한 군함이었다."
거북선,"거북선의 독특한 겉모습 때문에 판옥선의 중요성이 상대적으로 가려진 면이 있지만, 전체 조선 수군 전력에서 판옥선이 차지하는 위상은 절대적이었다."
거북선,에는 1413년(태종 13년)에 한강에서 거북선(龜船)과 가상 왜선이 해전 시범을 보였다는 기록이 등장한다.
거북선,당장 거북선의 발명자를 놓고서도 다양한 견해가 있다.
거북선,이처럼 거북선이 탁월한 배라면 거북선의 모든 것에 대해 명쾌한 결론이 나오면 좋겠지만 그렇지 못하다는 것이 문제다.
거북선,거북선은 판옥선의 가장 훌륭한 전투 파트너였던 셈이다.
거북선,전사 연구가 중에는 “칠천량 패전 당시 조선군 군함이 불에 탄 경우가 많아 선체를 보존한 상태에서 거북선이 침몰했을 가능성은 높지 않다”고 주장한다.
거북선,물론 설사 거북선이 침몰한 후 계속 뻘이 쌓여 배를 덮을 수 있었는지는 장담하기 어렵다.
거북선,이 때문에 수중고고학 전문가들도 “보이지 않는 물 속 발굴 성과를 예측하긴 힘들다”며 “거북선이 나올지 여부에 대해 어떤 전문가도 단정하기 힘들 것”이라고 조심스러워하고 있다.
거북선,이순신 장군이 이 장계에서 자신 있게 언급했듯이 거북선(龜船)과 판옥선은 임진왜란 해전에서 조선 수군의 승리를 뒷받침한 가장 강력한 물적 토대 중 하나였다.
거북선,거북선은 지붕 혹은 덮개 역할을 하는 개판(蓋版)이 갑판의 윗부분을 덮고 있는 특수한 구조를 가진 군함이다.
거북선,"그 같은 필요에 따라 기본 갑판 위에 갑판을 한 층 더 높인 군함이 판옥선이고, 갑판 위에 아예 덮개를 씌운 군함이 거북선이다."
거북선,하지만 거북선은 배에 탄 모든 사람을 실내에 보호할 수 있는 것이 특징이었다.
거북선,거북선은 기본적으로 재질이 단단한 나무를 두껍게 사용해 배를 만드는 한선(韓船)의 DNA를 그대로 계승한 군함이었다.
거북선,"이 같은 노력은 80년대부터 시작됐고, 지난 2008년 칠천량 해전의 무대인 경남 거제도와 칠천도 일대에서 거북선 발굴 작업이 추진된 일도 있다."
거북선,1795년에 편찬된 [이충무공전서]는 거북선의 외판 두께가 4치(약 12~13cm)라고 기록하고 있다.
거북선,이순신은 조정에 승전 보고를 올리면서 이 같은 거북선의 특성에 대해 강조한다.
거북선,이런 방호력을 바탕으로 거북선은 최선봉에서 돌격선 역할을 수행했다.
거북선,"거북선이 최초로 출전한 전투로 알려져 있는 사천해전의 상황을 조정에 보고하면서 이순신 장군은 “먼저 거북선으로 하여금 적선이 있는 곳으로 돌진케 하여 먼저 천자, 지자, 현자, 황자 등 여러 종류의 총통을 쏘게 했다”고 언급하고 있다."
거북선,"“먼저 거북선으로 하여금 층루선(層樓船) 밑을 치고 들어가 용의 입으로 현자철환을 치쏘게 하고 또 천자, 지자 철환과 대장군전을 쏘아 그 배를 깨뜨리자, 뒤따르고 있던 여러 전선들도 철환과 화살을 교대로 쏘았다."
거북선,거북선이 이처럼 초근거리로 접근해서 전투를 했다는 목격담은 일본 기록에서도 찾아볼 수 있다.
거북선,이런 어려움을 극복하는 데 쓰인 배가 거북선이었다고 할 수 있다.
거북선,거북선은 판옥선보다 강한 방호력을 바탕으로 적선에 최대한 가깝게 접근해 코앞에서 명중탄을 날려 보낼 능력이 있었다.
거북선,"최선봉에서 인파이터처럼 돌격하는 거북선은 그 후방의 판옥선이 적선과 일정한 거리를 유지하는데도 도움이 됐고, 적의 전투대형을 직접적으로 교란하는데도 그만이었다."
거북선,거북선은 판옥선과 달리 갑판 윗부분까지 완전히 덮개를 씌우고 있었으므로 방호력 측면에서 훨씬 강력했다.
거북선,"하지만 한편으로 조선 수군이 임진왜란 이후에도 거북선을 계속 보유했고, 그 같은 수군이 공식적으로 1895년에 해산된 점을 생각하면 이 같은 논쟁은 아쉬운 측면도 있다."
거북선,"이 두 거북선은 그림만 봐도 높이나 포구멍의 위치와 갯수, 선창의 위치, 용머리의 구조에 차이가 있다."
거북선,1800년대 말 이래 무려 100년 넘게 이어져 오고 있는 거북선 철갑선 논쟁이나 1970년대 이래 반세기 동안 이어져 오고 있는 거북선 내부 구조 논쟁은 거북선의 정확한 형태를 복원해 내고자 하는 열망과 열정을 담은 채 지금도 끝나지 않은 것이다.
거북선,이처럼 거북선을 놓고 장장 130년 넘게 국내외 학자들이 기나긴 논쟁을 벌인 것은 그만큼 거북선에 대해 사람들이 관심이 높다는 점을 보여준다.
거북선,"하지만 구체적인 설명이 없어서 이것이 거북선의 철갑을 지칭하는 것인지 불확실하고, 임진왜란 당대의 거북선에 대한 기록이 아니어서 한계가 있다."
거북선,1898년 무렵 작성한 것으로 추정되는 조선 시대 [무기재고표]에는 거북선의 철덮개를 의미하는 귀선철개(龜船鐵蓋)라는 부품이 등장한다.
거북선,특히 임진왜란을 주제로 한 조선 시대 문헌에 거북선의 개판을 철판으로 만들었다는 직접적인 기록이 전혀 없는 것이 문제다.
거북선,거북선 철갑선 지지자들은 흔히 일본 기록을 근거로 내세우는 경우가 많다.
거북선,거북선 3층 구조를 주장하는 학자들이 결정적인 문헌적 근거를 제시하지 못하는 것과 마찬가지로 거북선 철갑선 긍정론자들도 명백한 문헌적 근거를 제시하지 못하고 있다.
거북선,결국 거북선 개판에 얇은 철판이 씌워져 있었다고 주장하는 연구자들은 거북선의 철갑이 방어력 강화 목적이 아니라 적의 화공 방지용이라고 생각한다.
거북선,"물론 물에 젖은 이엉이나 거적을 거북선 개판 위에 덮는 방법이 있지만 쉽게 떨어질 수 있고, 해가 강한 계절에는 짧은 시간 안에 말라 버릴 수 있어 일종의 임시방편이라고 할 수 있다."
거북선,즉 거북선 같은 밀폐 구조 갑판을 가진 목제 함정은 통상적인 형태의 목선에 비해 화공이 가장 결정적인 취약점이라고 할 수 있다.
거북선,거북선의 경우 판옥선 같은 통상적인 형태의 선박과 달리 외부 공간 출입이 제한된다.
견인포,이때부터 말을 이용해 견인할 수 있는 경량의 견인포가 야포의 대세가 되었다.
견인포,견인포에 비해 고가의 무기체계임에도 불구하고 많은 국가들이 자주포의 개발 및 배치에 인색하지 않다.
견인포,견인포의 경우 포병이 한번 이동하고 진지를 구축하기 위해서는 상당한 시간이 걸린다.
견인포,"지난 1960년대부터 이후부터 자주포와 견인포 그리고 다연장 로켓포를 독자적으로 생산하기 시작했으며, 1970년대 말에는 사거리가 40km 이상인 장사정포 개발에 집중한다."
견인포,"그러나 견인포, 자주포와 달리 발사 전에 포탄과 추진체를 결합시키는 “탄 결합”이라는 특수한 과정이 필요해 실제 발사까지는 많은 시간이 걸린다."
견인포,"SP70으로 알려진 자주포 개발 계획은 당시 3개국이 공동 개발한,155mm39구경장1)FH-70 견인포를 주포로 장착할 예정이었으며, 1,000마력 엔진을 장착한 기동성이 뛰어난 신형 차제를 사용할 예정이었다."
견인포,포병 소위로 프랑스군에 임관한 나폴레옹은 견인포를 이용한 보병과의 합동작전으로 유럽 각국의 군대를 파죽지세로 격파한다.
견인포,"105㎜ 견인포는 한국전쟁 이전부터 지금까지 60여 년이 넘도록 사용 중인, 우리 육군에서 가장 오래된 화포이다."
견인포,미국이 제공한 견인포는 제2차 세계대전 당시 미 육군의 공수부대에서 사용하던 M3 105mm견인포였다.
견인포,이후 한국전쟁 중에 미군에게 M2 견인포를 지원받아 본격적으로 105㎜ 견인포를 운용하게 된다.
견인포,"미군은 한국전쟁이 끝나고 M2 견인포의 이름을 M101로 바꾸었고, 이 이름이 지금도 쓰이고 있다."
견인포,"견인포나 자주포에 비해 크기는 작지만, “작은 고추가 더 맵다”라는 속담처럼 보병간의 전투에서 박격포는 가장 위력적인 무기로 손꼽힌다."
견인포,"이렇게 탄생된 견인포는 이전의 화포와 달리 기동성이 향상되었고, 특히 나폴레옹1)의 유럽침공에 핵심적인 무기로 자리잡게 된다."
견인포,"이 가운데 견인포는 우리 육군뿐만 아니라, 전 세계적으로도 야전포병의 기본이 되는 무기인 동시에 가장 많은 수량을 자랑한다."
견인포,2” 박격포는 105㎜ 견인포 보다 구경이 2㎜가량 더 크다.
견인포,화포는 기동형태에 따라 견인포와 자주포로 구분된다.
견인포,물론 이런 단점의 근본적인 해결책은 포를 자주화하는 것이지만 산악이 많은 한국에서는 가벼운 견인포가 여전히 중요한 전력이 될 수밖에 없다.
견인포,이후 견인포는 기술적 발전을 거듭한다.
경기관총,"경기관총은 휴대가 편리하도록 탄창 식으로 제작하는 것이 효율적인데, 문제는 탄띠 식에 비해 충분한 화력 투사가 어렵다는 점이다."
경기관총,그렇게 퍼져나간 루이스 경기관총 중 3정 정도가 적백내전 기간의 혼란을 틈타 본국으로 귀환하던 체코 군단을 통해 북로군정서(北路軍政署)에 전해져 무장 독립 운동의 절정인 청산리 전투에서 사용된 것으로 알려진다.
경기관총,휴대가 가능한 경기관총이라고 해도 10kg에 이를 정도였다.
경기관총,"한마디로 쉽게 들고 다닐 수 있으면서도 정확도가 높은 경기관총, 바로 그것이었다."
경기관총,26 경기관총의 발사 메커니즘을 이용하여 Mkb42(H)로 개발 부호가 명명된 새로운 가스 작동식 소총을 1942년 만들어 내는데 성공하였다.
경기관총,"첫째, 경기관총처럼 휴대하기 편하면서도 중기관총만큼의 화력을 갖추어야 한다."
경기관총,비싼 맥심 기관총으로는 일선에서 요구하는 수요량을 맞추기 어려워 고민이 컸던 영국군에게 루이스 경기관총은 좋은 대안이 되었다.
경기관총,그러면서도 기존의 기관단총이나 경기관총이 흉내 낼 수 없는 강력한 화력과 연사력을 자랑하였다.
경기관총,비록 조약으로 말미암아 독일은 탄띠급탄식 중기관총의 개발과 보유는 금지 당하였지만 탄창식 경기관총의 개발은 가능하였다.
경기관총,"덕분에 AUG는 카빈, 경기관총, 기관단총 등의 다양한 변형이 등장하였다."
경기관총,BAR가 분대지원화기 역할을 담당하게 되었지만 엄밀히 말해 총열 교환이 되지 않아 지속 지원사격이 불가능하므로 경기관총은 아니었다.
경기관총,경기관총라고는 하지만 사실 10㎏이 가까이 되는 무게도 문제였다.
경기관총,"전후RPD,PKM처럼 뛰어난 경기관총이 등장하자DP는 일선에서 급속히 도태되었다."
경기관총,한편 경기관총이나 자동소총의 개발도 동시에 추진되었다.
경기관총,"기관총은 보통 강력한 탄환을 사용하며,경기관총이라 해도 통상 무게가10kg 정도에 이른다."
경기관총,"혼란기를 극복한 소련은 1920년대 이후 새로운 무기의 생산과 도입에 박차를 가하였는데, 이때까지만 해도 경기관총이 필요하다고는 생각했지만 그다지 절박하지 않았다."
경기관총,그래서인지 루이스 경기관총을 보면 마치 집에서 냉대받고 쫓겨났지만 노력 끝에 성공한 서자의 모습이 오버랩 된다.
경기관총,대표적인 것이 기존 브렌 경기관총이나 루이스 경기관총을 대체하기 위해 1941년 뉴질랜드에서 개발한 찰턴(Charlton) 자동소총과 특수부대용으로 1943년 개발된 소음(消音) 소총인 드라일(DeLisle) 카빈 소총이다.
경기관총,"당시 프랑스 무기에 대한 미국의 사랑은 비단 포뿐 아니라FT 전차, 스패트(SPAD) 전투기는 물론쇼샤(Chauchat) 경기관총처럼 악평을 받은 것에까지 미칠 정도였다."
경기관총,"쇼샤(Chauchat), M1909 호치키스(Hotchkiss), M1918BAR등이 당시에 등장한 대표적 경기관총, 혹은 그런 역할을 담당한 자동소총이었다."
경기관총,1880년대에 만들어진 맥심이 제1차 대전을 통해 명성을 떨쳤듯이 사실 경기관총도 이미 존재하고 있던 무기였다.
경기관총,그중 마드센(Madsen) 경기관총은 비록 후속 경쟁작들에 비해 많이 알려져 있진 않지만 무기사에 새로운 장을 연 진정한 개척자로 인정받고 있다.
경기관총,들고 다니며 쉽게 사용할 수 있는 경기관총을 구상한 이들도 당연히 존재했다.
경기관총,"26, 브렌을 비롯해 이후에 등장한 많은 경기관총에 영향을 주었다."
경기관총,사실 이후 등장한 여러 경기관총들과 비교해 성능이 그다지 뛰어난 것도 아니었다.
경기관총,루이스 경기관총은 이에 적합한 기관총이었고 1917년에 이르러 영국군 전방 보병대대는 46정을 보유할 정도였다.
경기관총,제1차 대전 발발 이전까지는 마드센 외에 쓸 만한 경기관총이 없었다.
경기관총,엄밀히 말해 기존에 존재하던 기관총의 능력조차 충분히 깨닫지 못했을 때여서 경기관총의 필요성을 몰랐던 것은 당연한 일인지도 모른다.
경기관총,전쟁은 이겼지만 지상전에서 곤욕을 치른 일본군은 이후 마드센을 연구용으로 도입해 경기관총 개발을 시작했을 정도다.
경기관총,참호전이 격화되면서 일선에서 공격용으로 사용할 수 있는 경기관총에 대한 요구가 빗발쳤지만 그제야 각국이 개발에 나섰을 만큼 실전에 당장 투입할 수 있는 경기관총은 없었다.
경기관총,이처럼 화력을 염두에 두고 개조가 이루어지다 보니 무게가 9kg까지 늘어나 말 그대로 경기관총 수준이 되어 버렸다.
경기관총,"제1차 대전 후반 이후 여러 경기관총이 등장하고, 특히 군사 강국들이 자체적으로 만든 경기관총을 사용하면서 마드센의 명성은 급속히 추락했다."
경기관총,"그리고MG34,MG42처럼 중기관총과 경기관총의 역할을 모두 해내는 다목적 기관총의 등장은 경기관총의 입지를 더욱 축소시켰다."
경기관총,그들은 경기관총이 계속 필요할 것이라 생각하였고 덕분에 경쟁사들보다 앞서 갈 수 있었다.
경기관총,"쇼샤(Chauchat), 루이스(Lewis) 같은 탄창 식 경기관총과BAR같은 자동화기의 등장은 그래서 필연적이었다."
경기관총,PMM1910 기관총에서 알 수 있듯이 러시아는 기관총의 효용성을 잘 알던 나라였으나 쓸 만한 국산 경기관총이 없어 덴마크제 마드센(Madsen) 기관총 등을 사용하였다.
경기관총,"이에 1926년, 데그챠레프(VasilyDegtyaryov)가 이끄는 설계국이DP-26으로 명명 된 새로운 경기관총을 만들었다."
경기관총,BAR의 장점을 눈 여겨 본 미군 당국은 이를 경기관총 용도로 사용하는 방안을 고려하였다.
경기관총,중일전쟁 당시에 ZB-26을 노획한 일본군은 중국군이 자신들보다 좋은 성능의 경기관총을 보유하고 있다는 사실에 놀라 이를 바탕으로 새로운 경기관총 개발에 나섰다.
경기관총,결국 프랑스군의 Mle1915 쇼샤(Chauchat) 같은 경기관총을 사용했지만 만족할만한 수준이 아니었다.
경기관총,아예AK-47을 경기관총으로 개조하는 것이 좋겠다고 생각한 것이다.
경기관총,그는 여러 종류의 시제 경기관총을 만들었는데 모두 실패로 돌아가자 생각을 달리하였다.
경기관총,곧바로RPD의 조기 퇴역을 전제하고 새로운 경기관총 개발에 착수한 것이다.
경기관총,AK-47이 워낙 강력하다보니 옆에서 화력지원을 해주는 경기관총으로서RPD는 뭔가 부족했다.
경기관총,"RPK는,SKS반자동소총의 지원 화기로 사용되던RPD를 대체한 경기관총이다."
경기관총,이 정도까지만 본다면 쇼샤는 흠잡을 곳 없는 너무나 훌륭한 경기관총이라 하여도 괜찮을 것이다.
경기관총,이 경기관총의 본격적인 양산은 1차대전이 발발한 이듬해인 1915년부터 시작되었다.
경기관총,새롭게 탄생한 경기관총은 유효 사거리가 약 200미터여서 길다고 볼 수는 없고 분당 200발 수준인 발사 속도 또한 기관총으로는 그다지 빠른 수준이 아니었다.
경기관총,즉 휴대와 사용이 간편한 경기관총이었다.
경기관총,바로Mle1915 쇼샤(Chauchat) 경기관총(이하 쇼샤)이 이런 황당한 사례의 주인공이다.
경기관총,보병 1명이 운용 가능한 미니미 기관총은 경기관총의 부활을 알렸다.
경기관총,이 가운데 경기관총은 분대지원화기로도 불릴 정도로 보병 분대에서 화력을 담당하는 대표적인 무기 중 하나다.
