term,example
PAK FA,특히 러시아가 더 중요한 사업으로 중시한 SU-57 파크파(PAK FA)의 경우도 예산 문제 때문에 사업이 크게 지연되고 있는 상태이기 때문에 아르마타까지 차례가 돌아오는 데는 시간이 걸릴 것이기 때문이다.
PAK FA,"PAK FA는 앞서 언급했듯이 최초 T-50을 임시 제식번호로 지정했으나, 2017년 8월 11일 러시아 공군 사령관 빅토르 본다레프(Victor Bondarev) 상장이 러시아의 TASS 통신을 통해 “아이가 태어난 후에 정식으로 이름을 붙이듯 (PAK FA의 이름에 대한) 결정도 이번에 내렸다."
PAK FA,MFI 사업이 구체화되면서 러시아는 2002년 PAK FA(Perspektivny Aviatsionny Kompleks Frontovoy Aviatsii: 전술공군용 미래 전투기) 선정사업을 통해 미그(MiG) 사와 수호이(Sukhoi) 사 가운데 수호이 사가 선정되었다.
PAK FA,"이후 스텔스 성능을 강화하기 위한 재설계를 거쳐 수호이는 T-50 PAK FA를 선보였으며, 2010년 1월 29일 시험비행을 했다."
PAK FA,"러시아 공군은 2017년 여름 PAK FA에 Su-57이란 제식명칭을 부여했으며, 총 160대 가량의 Su-57을 도입할 예정이다."
PAK FA,"중국이 선보인 J-20은 특히 F-22나 PAK FA보다 크기가 큰데, 넓은 면적의 중국 국토를 방어하기 위해 필연적으로 기체가 커진 것으로 보인다."
PK 기관총,"PK 기관총은 AK만큼이나 높은 신뢰성으로 일선의 인기를 끌었으나, 초기형 모델로 여전히 개량할 점이 많았다."
PK 기관총,"특히 미하일 카라쉬니코프의 AK-47과 AKM의 생산은 물론 SVD 드라구노프 저격소총, RPK 경기관총, PK 기관총 등 전후 소련군의 소화기 생산을 도맡으면서 끊임없이 총기들을 생산해내게 되었다."
PK 기관총,"PK 기관총에 6T2 사모젠코프 삼각대를 장착한 모델로, 원래 사모젠코프 삼각대는 니키틴-소콜로프 기관총에 장착되기 위해 개발되었으나 PK가 차기기관총으로 선정됨에 따라 호환되도록 만들어졌다."
PK 기관총,"차량 상부장착용 마운트에 PK 기관총을 얹어놓은 형태이며, 독특하게도 탄피회수통까지 결합되어 있다."
RPG-7,"이집트군은 9M14와 RPG-7으로 무장한 대전차 요원들을 대량으로 운용했고, 보병들의 엄호를 받지 못한 이스라엘군 전차 800대 이상을 파괴하는 전과를 올렸다."
RPG-7,"2008년 초, 폴란드 육군의 KTO 로소마크 장갑차는 아프가니스탄에서 차체 전면에 RPG-7 공격을 받고도 무사히 귀환한 적이 있다."
RPG-7,차체 전면은 최대 30mm 기관포에서 발사된 날개안정분리철갑탄(APFSDS)까지 방어하며 RPG-7도 방어할 수 있다고 홍보하고 있다.
RPG-7,"셰리든은 과거의 경전차들에 비해 다소 장갑이 강화되긴 했지만, 여전히 RPG-2나RPG-7등 대전차 로켓의 공격에 취약하다는 단점이 있었다."
RPG-7,체첸 반군은 RPG-7V와 RPG-18 로켓발사기를 사용하여 방어력이 취약한 전차 측면과 상부를 공격했다.
RPG-7,"미국의 에어트로닉(Airtronic)은 RPG-7 발사관의 재질을 무기용 강재로 바꾸고 그 위를 플라스틱으로 덮었으며, 각종 광학 장비를 장착할 수 있도록 레일을 장착한 PSRL-1이라는 개량형을 발표했다."
RPG-7,"반대로, 적들이 사용한 소련제 RPG-7은 이스라엘 육군의 M48 패튼과 센츄리온 전차에 큰 피해를 입히면서 이스라엘군에게 충격을 안겨주면서 새로운 로켓발사기의 개발에 나서게 되었다."
RPG-7,RPG-7은 1960년 11월 포병관리국에서 이름이 바뀐 미사일포병관리국이 부여하는 GRAU 관리번호 6G1을 부여받으면서 소련군 제식 무기가 되었다.
RPG-7,"RPG-7 개발 이전에 RPG-4가 개발되었지만, RPG-7과 비교 후 성능 열세로 채택되지 못했다."
RPG-7,"GSKB-47은 1961년에 새로운 로켓탄 발사기를 개발했고, RPG-7으로 이름 붙여졌다."
RPG-7,RPG-7은 AK-47과 함께 소련이 전세계에 퍼트린 무기 중 하나다.
RPG-7,이 외에 RPG-7V1부터는 발사대 앞 부분에 삼각대를 장착할 수도 있다.
RPG-7,RPG-7과 개량형이 운용할 수 있는 로켓탄은 HEAT탄인 직경 72mm의 PG-7을 기반으로 한 변형이나 파생형이다.
RPG-7,"RPG-7용 로켓탄은 강선이 없이 발사되기 때문에 회전이 없이 발사되지만, 부스터 뒤편에 비행하면서 탄체를 회전시키기 위한 장치가 달려있다."
RPG-7,RPG-7은 로켓 무기이기 때문에 발사관 뒤로 후폭풍이 발생한다.
RPG-7,"소련은 RPG-7을 여러 국가와 단체에 지원하였고, 또 여러 나라가 카피 생산했다."
RPG-7,RPG-7이 활약한 전쟁은 상당히 많다.
RPG-7,"주로 중동, 아프리카 등지에서 사용되었지만, 영국과 북아일랜드 독립을 두고 싸운 아일랜드공화국군(IRA)도 RPG-7으로 영국군을 공격했다."
RPG-7,현재 약 40여 개 국가에서 RPG-7이 운용되는 것으로 추산되고 있다.
RPG-7,소련군은 개발이 완료된 직후인 1961년 6월부터 RPG-7을 운용하기 시작했다.
RPG-7,"아프가니스탄 침공, 체첸전쟁은 러시아가 RPG-7에 당한 대표적인 사례다."
RPG-7,"2008년에는 탈레반의 RPG-7 공격을 받았지만 무사히 귀환한 기록이 있고, 몇 차례의 IED 공격에서도 사망자가 나오지 않았다."
RPG-7,"RPG-7은 RPG의 설계를 이어받았지만, 발사용 권총 손잡이 뒤에 추가로 고정용 손잡이를 추가했다."
RPG-7,"그러나 0300시경 MH-47E(기번 92-00476)가 접근하는 순간, 헬기는 DShK 기관총과 RPG-7의 로켓 공격에 처참히 찢기면서 현장을 이탈하여 불시착했다."
RPG-7,"하지만, 발사관이 2개로 분리되는 RPG-7D와 그 개량형, 미국에서 생산한 것을 제외한 나머지는 외관만으로는 구분이 어렵다."
RPG-7,RPG-7은 아래 열거하는 변형과 파생형 외에도 이란 등에서 만들어진 이름이 알려지지 않은 카피 버전들도 생산되고 있다.
RPG-7,35kg으로 RPG-7V2보다 약간 가볍게 만들었다.
RPG-7,많은 국가에서 사용되다 보니 정작 개발국인 소련이나 러시아가 RPG-7에 당하는 일도 벌어졌다.
RPK 경기관총,당시 칼라시니코프는RPK 경기관총의 개발에 집중하고 있었기에 완전히 새로운 기관총을 개발하는데 부담을 느꼈다.
RPK 경기관총,"실험은 여기서 끝나지 않고 AK계열의 RPK 경기관총에 해당하는 KLEČ, 저격총인 Vz 58/97, 9mm 파라블럼탄을 사용하는 기관단총 모델인 Vz 58/98 등 다양한 시험모델들이 공격적으로 개발되었지만 어떤 것도 채용에 이르지는 못했다."
RPK 경기관총,"특히 미하일 카라쉬니코프의 AK-47과 AKM의 생산은 물론 SVD 드라구노프 저격소총, RPK 경기관총, PK 기관총 등 전후 소련군의 소화기 생산을 도맡으면서 끊임없이 총기들을 생산해내게 되었다."
SKS 반자동소총,그가 SVT-40에 사용한 여러 기법들은 종전 후 등장하는 SKS 반자동소총과 AK-47 자동소총에도 직간접적으로 영향을 주었다.
SM-3,초기형 5척은 내구연한이 남았음에도 Mk26 발사대로는 SM-3와 토마호크를 사용할 수 없어 지난 2005년까지 전량 퇴역 처리되었다.
SM-3,"현재 미국의 미사일 방어는 탄도미사일의 상승단계에서는 주로 탐지에 중점을 두며, 중간비행단계에서는 GBI로 요격하고, 종말단계에서 상층은 SM-3, 중층은 THAAD, 하층은 PAC-3가 담당하는 방식이다."
SM-3,해군은 바다에서 함대를 지키는 임무를 수행하지만 SM-3의 도입이 이루어지면 사드보다 더 높고 더 넓은 지역까지도 담당할 수 있다.
SM-3,2008년 2월 20일에 CG-67 샤일로와 CG-70 레이크 이리가 임무 중 문제가 발생한 군사위성 USA-193을 SM-3으로 공격해서 격추하는데 성공했다.
SM-3,"함수와 선수에 각각 8모듈씩 총 122셀로 구성된 수직발사관에는 함대 방공 및 고고도 미사일 격추에 사용되는 SM-2, SM-3, ESSM 대공미사일, ASROC 대잠로켓, 토마호크(Tomahawk) 함대지 순항미사일 등이 탑재되며, 작전 목적에 따라 임무 수행 전에 수량을 조절할 수 있다."
SM-3,"SM-3 블록1A/B는 요격고도 500km 사거리 700km에 불과하지만 블록2A는 고도는 1,200km에 사거리는 2,500km까지 증가했다."
SM-3,"애로우-2는 200km 이상 고도로 비행하는 중장거리 미사일을 요격하기 위해 개발됐으며, 운동에너지로 요격하는 사드(THAAD), RIM-161 스탠더드 미사일-3(Standard Missile-3, SM-3), MIM-104 패트리어트 PAC-3와 달리 근접 전파신관을 이용해 표적 근처에서 폭발하는 방식을 사용한다."
SM-3,특히 2005년 북한의 대포동 2호 미사일 발사가능성이 높아지자 일본은 PAC-3와 SM-3의 도입계획을 1년 앞당기기로 결정했다.
SM-3,"애초에 레이건 행정부 기간동안 해군은 탄도미사일 요격을 위하여 수상함 기반의 경량 외기권 발사체(LEAP, Lightweight Exo-atmospheric Projectile) 사업을 추진했었는데, 이를 이지스 시스템과 결합한 것이 SM-3 미사일이 되었다."
SM-3,"SM-3는 현재 블록1A와 블록1B가 실전배치되어 있으며, 미·일이 공동개발한 블록2A는 2015년 6월 시험발사에 성공한 이후 2018년부터 배치될 예정이다."
SM-3,"1998년 8월 북한의 대포동 미사일 발사실험 이후 일본은 미국과 탄도미사일 방위시스템의 공동연구개발계획을 결정하고, 패트리어트 PAC-3와 스탠더드 SM-3 미사일을 도입을 결정했다."
SM-3,이지스 어쇼어(Aegis Ashore)라고 불리는 이 시스템은 AN/SPY-1 레이더와 SM-3 미사일을 구축함이 아니라 지상기지로 올린 것을 가리킨다.
SM-3,한편 다탄두 ICBM에 대응하기 위한 다탄두형 요격체인 SM-3 블록2B도 계획되었으나 현재는 취소된 상태이다.
SM-3,중장거리 탄도탄을 요격하는 SM-3 미사일도 역시 1년 앞당겨져 2007년 도입되었다.
SM-3,"특히 WU-14는 기존에 중국이 보유하는 다양한 탄도미사일에 탄두를 대신하여 장착가능한 HGV로, 다양한 결합하여 미국의 SM-3 대탄도미사일의 요격을 회피할 수 있는 능력을 추구하는 것으로 추정되었다."
SSGN,"한편 토마호크를 운용하는 4척의 오하이오급 SSGN은 트라이던트II 미사일의 발사관에서 토마호크를 발사하는데, MAC(Multiple All-Up-Round Canister)이라고 부르는 어댑터에 토마호크 7발이 하나로 묶여 발사관마다 수납된다."
SSGN,"START II는 2002년 폐기되었으나, 이미 개수가 결정된 4척의 SSGN을 제외한 나머지 5~8번함은 2002년부터 2008년까지 D5 운용을 위하여 개조되었다."
SSGN,"그러나 1993년 START II(Strategic Arms Reduction Treaty, 제2차 전략무기감축협정)에 따라 MIRV를 제한하기로 결정하자, 미 해군은 오하이오급 1~4번함을 토마호크 미사일을 발사하는 순항미사일 잠수함(SSGN)으로 개조하기로 했다."
StG44,StG44나 MG42 같은 당대 최고의 명작 총기를 만들었던 독일의 엔지니어들은 프랑스나 스페인 등의 국가로 건너가서 총기연구소에서 일자리를 찾아야만 했다.
StG44,"92x33mm), 즉 독일의 StG44 돌격소총에 쓰던 바로 그것이었다."
StG44,"그리고 독일의 StG44 돌격소총이나 미국의 M1개런드, M1카빈 등 대량생산이 가능한 자동/반자동 소총류가 잇따라 등장하면서 개인화기도 자동 장전의 시대가 도래했음은 누가 봐도 분명해졌다."
StG44,42·MP43/44·StG44의 개발자였던 휴고 슈마이저까지도 AK-47의 개발에 동원되었다.
StG44,예를 들어 오늘날 군경을 포함한 대부분 무력 조직들이 사용하는 자동소총의 기본 메커니즘은 70여 년 전에 탄생한 StG44에 뿌리를 두고 있다.
StG44,"이러한 과정에서 StG44 같은 총기가 등장했지만, 복잡한 작동방식으로 양산에는 부적합했다."
Su-30,"총 16기의 Su-30SM이 시리아 흐메이밈 기지에 배치되어 다목적기답게 폭격에 나선 Su-24 공격기, Tu-160 폭격기의 호위 임무뿐 아니라 직접 지상 목표물 공격에 나서기도 했다."
Su-30,초기에 러시아에서 직도입한 50기의 Su-30K도 이 사양으로 업그레이드되었다.
Su-30,앞서 언급한 것처럼 Su-30의 최대 도입국은 최종적으로 280기를 운용할 인도다.
Su-30,처음부터 대량 생산이 예정되었던 F-35를 제외하면 1990년대 이후 제식화 된 전술기들의 제작량이 그다지 많지 않으므로 Su-30도 베스트셀러라 할 수 있다.
Su-30,Su-30은 계속 생산 중으로 현재까지 630기정도 제작되었다.
Su-30,카나드가 장착된 모델도 있지만 Su-30은 전고가 약간 높아진 것을 제외하면 외관상으로 Su-27와 그다지 차이가 없다.
Su-30,현재 Su-30은 러시아 공군과 해군도 운용중이지만 경쟁 기종보다 저렴한 가격을 발판으로 10여 개국에 수출되면서 해외에서 더 유명한 전투기가 되었다.
Su-30,그래서 Su-30을 흔히 러시아의 F-15E라고 부르기도 하고 실제로 같은 임무를 수행 중이다.
Su-30,수호이는 미완으로 끝난 Su-30를 기반으로 다목적 전투기 개발에 나섰다.
Su-30,그렇게 사라질 것 같았던 Su-30은 1991년 소련의 붕괴로 말미암아 스스로 살길을 찾아 나선 수호이가 적극적으로 대외판매에 나서면서 극적으로 부활했다.
Su-30,하지만 시험 결과 공중지휘 임무를 수행하기에 부족한 점이 많아 생산을 종료시키고 5기의 시제기는 Su-30이라는 별도의 이름을 부여받고 훈련기로 전환했다.
Su-30,"한편 중국은 러시아로부터 Su-30MKK를 직도입한 이후 한국의 F-15K에 대응하는 사양의 복좌형 다기능 전투기인 J-16을 도입했으며, 해군 항공의 함재기로는 Su-33을 참조하여 만든 J-15를 생산하고 있다."
Su-30,한편 F-15E 스트라이크 이글(Strike Eagle) 에 대적하는 복좌형 다목적 전투기인 Su-30의 세력은 꾸준히 늘어나고 있다.
Su-30,"러시아 공군은추력편향 엔진을 장착한 Su-30SM을 2017년까지 100대 도입했고, Su-30M2도 20대 도입을완료했다."
Su-30,비록 모의 공중전이었지만 인도의 Su-30MKI이 미국의 F-15C와 벌인 근접 선회전에서 상당한 위력을 발휘하기도 했다.
T-34 전차,이런 기반은 2차대전 당시 소련을 독일의 침공에서 구출한 T-34 전차의 제작으로 이어졌다.
T-34 전차,북한군이 보유한 최초의 전차는 T-34 전차였다.
T-34 전차,"미하일 칼라시니코프(Михаи́л Тимофе́евич Кала́шников, 1919~2013)는 원래 전차부대의 부사관으로 T-34 전차의 단차장이었지만, 1941년 9월 브랸스크 전투(Battle of Bryansk)에서 부상을 입고 후송되었다."
T-50,이미 2009년경부터 T-50에 관심을 갖던신생 이라크 공군은 2010 년 4 월 입찰을 개시해 2013 년 12 월부로 TA-50 24 대 계약을 체결하고 제 식번호를 T-50IQ로 부여했다.
T-50,"특히 인도네시아의 경우 일명 ‘인도네시아 특사단 사건’이 터지면서 위기를 맞기도 했으나, 최종 후보로 함께 올라간 러시아의 YAK-130(M-346의 러시아 기체 형상)이 선정을 불과 몇 개월 앞두고 이륙 중 사고를 일으키면서 당시까지 4만 시간 이상 무사고 이력을 기록 중이던 T-50에게 결정적으로 패배했다."
T-50,"PAK FA는 앞서 언급했듯이 최초 T-50을 임시 제식번호로 지정했으나, 2017년 8월 11일 러시아 공군 사령관 빅토르 본다레프(Victor Bondarev) 상장이 러시아의 TASS 통신을 통해 “아이가 태어난 후에 정식으로 이름을 붙이듯 (PAK FA의 이름에 대한) 결정도 이번에 내렸다."
T-50,T-50이이스라엘 공군 (IAF) 훈련기 사업에서 고배를 마신 이유 중 하나도 유럽 경제 위기에 따라 국방비를 감축하게 된 이스라엘 국방부 입장에서 20 년간 운용 비용이 부담스러운 T-50을 선택하기 어려웠던 점도 중요하게 작용했다.
T-50,"현재 T-50은 미 공군 차세대 고등 훈련기 교체 사업, 통칭 T-X 사업에 참여 중이며, 미국 업체의 참여와 미국 내 생산비율을 중시하는 해당 사업의 성격 등으로 록히드 마틴이 주 계약자(prime contractor), KAI가 협력업체 형태로 컨소시엄을 짜 T-50A로 제식번호를 부여했다."
T-50,T-50IQ는 2016년 4월부터 인도되기 시작하여 2017년 4월에 납품이 완료되었다.
T-50,이 중 사실상 치열한 경쟁을 벌일 최종 후보로 T-50과 보잉의 TX 훈련기가 꼽힌다.
T-50,"가장 대표적인 것이 IDF의 항속거리로, ‘징궈’의 항속거리는 유사등급의 기체인 KAI T-50 골든이글(Golden Eagle)에 비해 59%에 불과하며 전투반경은 129km~166km 정도다."
T-50,"필리핀 정부는 2010년경부터 T-50에 관심을 보이다가 2012년 8월 FA-50 12대 계약을 체결했으며, 2014년 3월 4억 2,112만 달러로 최종 서명하고 2015년 11월부터 기체를 인도받았다."
T-50,"● T-50B 블랙이글스 (Black Eagles):‘블랙 이글스’가 사용 중인 곡예비행용 형상으로, 컬러 스모크 분사기가 설치되었고 기체 상부는 검정색과 백색, 하부는 검정색과 금색으로 도장되었다."
T-50,● T-50A:미국의 T-X(차기 훈련기) 사업을 위해 개발된 기종이다.
T-50,"T-50은 디지털 비행제어 시스템(DFCS, Digital Flight Control System), 통칭 ‘플라이바이와이어(Fly-by-Wire)’가 설치되어 기체의 이착륙이나 비행 제어 등의 미묘한 통제를 도와주며, 기체가 실속( 失速 )하는 경우 등을 자동제어로 막기 때문에 조종 시의 위험을 크게 덜어준다."
T-50,우리나라 공군은 T-50 고등훈련기 개발에 따른 훈련기 부족을 보충하기 위해 T-38 고등훈련기를 10년간 한시적으로 임대하여 사용한 바 있다.
T-50,"이외에도 디지털 이동식 지도, 장착물 관리시스템이 장착됐으며 T-50이나 M-346에도 설치되어 있는 내장형 시뮬레이터(ETTS: Embedded Tactical Training System)가 설치되어 있어 다수의 M-345 간 모의 전투가 가능하다."
T-50,"T-50은 ‘동급 최강’의 성능 외에 10년여에 걸쳐 다양한 국가에서 쌓인 기체 검증성과안정성을 ,TX 훈련기는 첨단 소재와 3D 프린팅을 대량 사용하여 생산 단가를 낮춘 가격 경쟁력을 무기로 들고 있다."
T-50,"T-50을 개발하면서 대한민국은 열두 번째로 초음속 항공기를 제작한 국가가 되었으며, T-50의 개발 경험은 현재 진행 중인 한국형 차세대 전투기 사업, 통칭 KFX(Korea Fighter-Experimental) 사업의 토대가 되었다."
T-50,"이후 스텔스 성능을 강화하기 위한 재설계를 거쳐 수호이는 T-50 PAK FA를 선보였으며, 2010년 1월 29일 시험비행을 했다."
T-50,"T-50은 2002년 한일 월드컵 경기가 끝난 직후인 2002년 8월에 초도 비행에 성공했으며, 2003년 3월에는 초음속 돌파에 성공해 ‘초음속 고등훈련기’의 타이틀을 얻었다."
T-50,"2015년 왕립 태국 공군이 기존에 운용 중이던 L-39의 대체 기종 선정을 위해 도입 사업을 시작하자 마케팅 협정을 깨고 러시아의 야크-130과 이탈리아의 M-346, 미국텍스트론-에어랜드(Textron-Airland)사의 스콜피온(Scorpion) 경공격기, 중국의 L-15, 한국항공우주산업(KAI)의 T-50이 제안서를 제출했다."
T-50,"T-50은 앞서 말했듯이 F-16을 베이스로 삼아 설계한 항공기로, 탑재 시스템과 항전장비, 무장에 따라 동일 플랫폼으로 훈련기부터 경공격기 용도까지 모두 커버가 가능한 것이 최대 장점이다."
T-50,"향후 T-50 시리즈는 훈련기보다는 경공격기 성능에 집중할 예정이며, 공대지 및 공대공 능력을 단계적으로 향상시켜 나갈 예정이기 때문에 필리핀에서 올린 실전 경험은 경공격기로서 F/A-50에게 귀중한 경험으로 축적될 것이다."
T-50,● FA-50 ‘ 파이팅 이글 (Fighting Eagle)’경공격기 (LCA:Light Combat Aircraft) :T-50 시리즈의 본격적인 경공격기 사양으로 전투 임무 뿐 아니라4~5세대 전투기를 위한 전술훈련을 실시할 수 있다.
T-50,시제기 당시에는 T-50으로 구분되었으나 현재 Su-57로 명명되었다.
T-50,"설계 기본은 Su-57의 시제기인 T-50에 기반하고 있으나, 스텔스, 초음속 순항, 탐지장비, 네트워크 시스템, 전투용 항전장비 등 47가지가 개선되었다."
T-50,"특히 파크파는 잠시 T-50이라는 제식 번호도 썼는데, 러시아는 시제기에 번호를 붙일 때 개발 순서대로 50, 53, 54 식으로 붙이다가 정식 실전 배치에 들어갈 때 번호를 바꾼 사례가 왕왕 있었다."
T-50,"김일성의 경제개발 5개년 계획에 따라 급속도로 전후 북한경제가 복구되자 김일성은 남한의 M-47 패튼 전차를 제압하기 위해 대전형 구식전차 전력 교체의 필요성을 느끼게 되어 T-50 계열의 전차(T-54/55, 중국제 59식 전차)들을 연이어 도입하기 시작했다."
T-50,"T-50 계열의 전차들은 북한의 전연 군단 주력 땅크로 운영되어 땅크여단과 기계화여단, 땅크 대대에 배치된 전력의 80% 이상을 차지했으나 1970년대부터 천마호 1형을 시작으로 1990년대 후반까지 천마호 5형 전차까지 자체 개량 및 생산을 거쳐 T-50 계열의 전차를 대체하고 있다."
T-50,"북한은 자체 생산한 T-62를 지속해서 개량, 5종의 개량형 전차를 제작하여 일선의 T-50 계열의 전차를 대체하고 있다."
T-50,하지만 싱가포르가 2010년 고등훈련기 교체사업을 실시하여 T-50 골든이글을 꺾고 알레니아 아에르마끼(現 레오나르도)의 M-346 마스터가 후계 기종으로 선정되자 2013년경 전량 교체됐다.
T-50,"하지만 ‘쌍둥이’ M-346과 야크-130은 초반에 탈락했으며, 사업은 L-15와 T-50의 최종 경합으로 이어지다가 T-50의 승리로 끝났다."
T-50,"2010년까지 전 세계 27개국에 4,500대가 넘는 F-16이 팔렸으며, 대한민국, 일본, 중화민국(타이완) 등에는 기술 이전 형태로 기술이 전수되어 F-16 설계에 기반한 한국항공우주산업(KAI)의T-50 골든이글(Golden Eagle)이나 일본 미쓰비시(三稜) 중공업의F-2, 타이완 AIDC의F-CK-1 징궈(經國) 전투기등이 탄생했다."
T-50,"이듬해에는 TA-50이 초도비행을 실시했고, 곧이어 4대의 T-50 시제기가 총 1,411 소티(sortie)를 무사히 소화하자 대한민국 공군은 초도 물량으로 T-50 50대와 TA-50 22대를 주문했다."
T-50,"T-50은 2009년 아랍에리미트(UAE), 2010년 싱가포르, 2012년 이스라엘에서 수주에 실패했으나 2010년 8월 인도네시아에서 첫 수출이 터진 후 이라크, 필리핀, 태국 등지에서 수출이 성사되었다."
T-50,특히 T-50의 경우 2002년부터 운용 이력이 쌓여왔지만 BTX는 2016년부터 겨우 두 대가 비행 중이기 때문에 기체 신뢰성 면에서 열세일 수밖에 없다.
T-50,"T-50은 F-16에서 70% 가량 축소된 설계를 베이스로 삼았으며, 록히드 측의 기술이 상당 부분 녹아 들기는 했으나 한국 기술진의 주도로 완성되었다."
T-50,"2001년 10월에 완성된 KTX-2 시제기는 창군 50주년(1999년)을 기념하여 T-50으로 명명되었고, 검독수리에서 이름을 따와 ‘골든 이글(Golden Eagle)’이라는 별칭이 부여되었다."
T-50,"하지만 외양으로 알 수 있는 것은 BTX가 경쟁기종인 T-50A나 T-100보다 동체가 살짝 크다는 사실 뿐 아니라 고익(高翼)에 단발 엔진을 장착했으며, 쌍둥이 미익을 채택해 외양 상 특이한 점이 없는 전형적인 훈련기라는 점이다."
T-50,대부분 관계자들의 의견은 사실상 이 사업의 승자가 보잉/사브 컨소시엄의 TX 훈련기와 록히드-마틴/KAI 컨소시엄의 T-50A으로 압축된 2파전이 될 것으로 예상 중이다.
T-50,"결국 인도네시아는 이듬해인 2011년 5월, 고등훈련기 사업 우선협상대상자와 최종 기종으로 한국항공우주산업과 T-50을 선정했다."
T-50,"인도네시아는 최종 후보로 야크-130과 한국항공우주산업(KAI)의 T-50 골든이글 고등훈련기를 최종 후보로 올려놓은 상황이었는데, 발표를 앞둔 시점에서 야크-130의 사고가 발생했기 때문이다."
T-50,"T-X 사업은 초창기에 $197억 달러 규모로 351대를 도입하는 내용을 골자로 했으나, $160억 달러를 써 낸 T-50A에 비해 $92억 달러를 입찰가로 낸 BTX를 선정함에 따라 최대 $105억 달러를 절감하게 될 것으로 기대하고 있다."
T-50,"주요 경쟁작인 T-50A나 T-100의 경우 이미 수년간 여러 국가가 운용하면서 검증된 반면, 보잉 TX는 사업 시작을 전후하여 개발된 데다 아직 채택한 국가나 군이 없어 성능이 검증된 바가 없기 때문이다."
T-55 전차,"북한은 1950년대 후반 구소련으로부터 도입하기 시작했으며 1973년부터는 T-55 전차를 모방 생산했고 1989년부터는 일부 성능을 개량, 레이저 거리측정기를 장착하기도 했다."
T-55 전차,바스라 전투에서 챌린저 2 집단은 T-54 및 T-55 전차로 이루어진 이라크 군의 선봉을 격파하여 후속부대의 진격로를 열어주는 역할을 맡았다.
T-55 전차,2009년 경에는 페루 육군이 T-55 전차 대체 사업을 진행하자 페루 육군 요구도에 맞춘 PT-91P 형상을 제안했던 것으로 알려졌으나 페루 측에서 채택하지 않았다.
T-62 전차,"냉전이 격화되고 있던 1970년대 후반, 소련이 T-62 전차를 개발하자, 김일성은 남한의 전차전력을 압도할 목적으로 T-62 전차 공여를 소련에 요청했으나, 거절당했다."
T-62 전차,"III 는 1982 년 “ 갈릴리 평화 작전 ( 레바논 전쟁 )” 에 처음 투입되었으며 , 시리아군의 주력이던 T-62 전차를 상대로 월등한 성능을 발휘했다."
T-62 전차,"북-소 외교관계의 악화결과, 소련은 당연하게도 당시 최신예 전차였던 T-62를 공여해주지 않았고, 신형전차 도입이 좌절된 북한은 T-62를 도입한 얼마 안되는 국가였던 시리아에 접근하여 신형 T-62 전차를 연구용으로 도입하는 데 성공했고 이를 모방하여 자체생산하기에 이르렀다."
T-72 전차,"이후 더욱 현대화된 74식 전차가 등장했으나, T-72 전차에 비하여 역시 열세에 있어 새로운 전차를 개발하기 시작하여 90식이 등장하였다."
T-72 전차,"PT-16:주력전차로, PT-91/T-72 전차를 업그레이드 한 차량이다."
T-72 전차,그리하여 T-72 전차에서는 NSV가 최초부터 표준으로 장비되기도 했다.
T-72 전차,경쟁 제품으로는 폴란드 부마르-와벵디(Bumar Łabędy)사가 T-72 전차를 개량한 PT-91M과 우크라이나 KMDB사의 T-84 전차가 참가했다.
T-72 전차,"하지만 결과적으로 말레이시아는 구 소련제 T-72 전차를 개량한 PT-91M을 선택했는데, 가장 결정적인 변수는 가격 때문이었던 것으로 추정된다."
T-72 전차,"특히 74식이 실전 배치된 시점에 소련은 T-72 전차를 주력전차로 배치하고 있었는데, 일본 방위청(防衛聽, 2006년 방위성으로 승격)은 74식 전차로는 T-72를 상대하기 어렵다고 판단하면서 1976년부터 차기 전차 개발 사업을 가동했다."
T-72 전차,"폴란드 육군은 특히 T-72 전차를 T-72M/T-72M1으로 명명하여 면허 생산했으므로 1980년대 초부터 다량으로 보유하고 있었고, 이에 따라  T-72M1 시리즈가 가장 우선적인 업그레이드 대상으로 고려되었다."
T-80U 전차,"우리 군은 러시아에 대한 차관상환으로 무기를 도입하게 됨에 따라, 제1차 불곰사업으로 T-80U 전차를 도입하였다."
T-90 전차,"하지만 러시아권 일부 언론은 터키가 이곳에서 시리아 군 T-90 전차에 M60/M60T 전차를 20대 이상 상실했다고 보도했는데, 이에 대해서는 정확한 내용이나 사실관계가 확인되지 않았다."
T-90 전차,T-72를 바탕으로 T-80의 장점을 취합하여 만든 것이 T-90 전차이다.
T-90 전차,추정에는 T-90 전차의 파생형 차체를 사용한 것으로 보인다.
UH-1 휴이,기체 번호 74-22478번이던 미군 육군의 마지막 UH-1 휴이(Huey) 헬리콥터는 2016년 12월 15일 자로 퇴역했다.
UH-60 블랙호크,UH-60 블랙호크 헬기 2대나 M1 에이브람스 전차 2대를 동시에 탑재할 수 있다.
UH-60 블랙호크,"한편, 1994년 4월 14일, 북부 이라크에서 두 대의 미 육군 UH-60 블랙호크 헬리콥터가 우군 사격으로 격추당하는 불상사가 발생하자 미 제552 공중통제비행단은 전투 능력 향상을 위한 대대적인 부대 정비와 개편을 실시했다."
UH-60 블랙호크,또한 공중강습 IBCT의 차량으로써 CH-47 시누크 헬기의 내부 캐빈에 번거로운 개조가 없이 수납되며 UH-60 블랙호크 헬기에 슬링 견인 방식으로 수송될 수 있다.
