term,example
공대공 미사일,"페닉스(공대공 미사일)는 새로운 항공모함용 제공 전투기인 F-14에 탑재되는 것으로서, 우수한 발사관제장치와 함께 110~180m의 거리에서 동시에 6개의 목표에 대하여 공격이 가능하다."
공대공 미사일,"NFH형은 전천후 작전기능을 바탕으로대잠수함작전, 대수상함작전과 그 밖에 해상·항공 작전 등에 능하며 기내에 20개의 좌석이 마련되어 병력과 대형화물 탑재용으로도 적합한데, 최대 700㎏의공대지미사일과 대잠수함용어뢰, 선택적으로 공대공 미사일의 운반이 가능하다."
공대공 미사일,4개의 사이드와인더 단거리 공대공 미사일과 4개의 스카이플래시(SkyFlash) 중거리 공대공 미사일을 장착하고 있다.
공대공 미사일,이들 주력기종이 무장한 미사일은 공대지 미사일 Maverick과 공대공 미사일 Sparrow·Sidewinder 등이 있다.
공대공 미사일,"암람은 12,000발이 넘게 생산되어 스패로우 미사일의 뒤를 잊는 서방의 표준 공대공 미사일로 자리 잡았다."
공중급유기,하지만 1965년부터 일부 기체가공중급유기 등으로 개조되어 1993년까지 운용되었다.
공중급유기,"이 과정이 완료되면 비행시간은 2만 7000시간이 연장될 것이며, KC-135는 다음 세기에도 공중급유기로 남게 될 것이다."
공중급유기,"공중급유기능을 갖추고 있으며, 오랜 시간 동안의 공중 초계기능을 가지고 있다."
공중급유기,"해상정찰기와공중급유기형도 생산되었으며,북대서양조약기구의 암호명은 바이슨(Bison)이다."
공중급유기,일류신 설계국의 대형수송기IL-76MD를 개조한 러시아의공중급유기이다.
공중급유기,미국 공군 소속 공중급유기가 채용한 플라잉붐(Flying Boom)과 달리 미국 해군과 영국 공군의 공중급유기와 같은 프로브 앤드 드로그 공중급유 방식을 채용하였다.
공중급유기,"제2차 세계대전 때 항공모함이 탑재한 함상기는 전투기 ·뇌격기(雷擊機) ·급강하 폭격기의 3기종(機種)이었으나, 오늘날 미국 대형 항공모함은 전투기 ·대형 전천후공격기 ·경(輕)공격기의 3기종을 주력으로 하고, 조기경보기 ·대잠기(對潛機) ·전자전기(電子戰機) ·정찰기 ·공중급유기·수송연락기와 대잠(對潛) ·구난(救難) 헬리콥터도 탑재한다."
공중급유기,"최초 양산형인 B1을 비롯해 전자장비 강화형인 B1A, 주날개를 연장하고 엔진과 전자장비를 강화한 B2, B2의 전자장비를 개량한 B2R, B1과 B1A를공중급유기로 개조한 K1 및 K1A 등이 있으며, 특히 영국 공군 55비행대 소속 K2 공중급유기는 1991년걸프전쟁에 참전해 공중급유 작전을 완수하였다."
근접전투,"Bradley는 M2와 M3가 서로 구분되는데, M2는 보병전투차로써 병력수송과 근접전투지원이 주 임무이며 3명의 승무원 외에 6명의 보병이 탑승하게 된다."
근접전투,"그러나 포의 발달과 함께 포격전의 거리가 멀어지고, 근접전투는어뢰를 주무기로 하는수뢰정·구축함만의 것이 되자, 러 ·일 전쟁 때부터 사라지게 되었다."
근접전투,19세기 중엽에 증기기관과 범장(帆裝)이 함께 사용되고 근접전투를 기주(汽走)에 의해서 실시하게 되면서부터 다시 중요시하게 되었다.
근접전투,그래서 제2차 세계대전 중에 근접전투용 자동화기가 개발되었다.
근접전투,"석기·동기·철기·시대를 통해서 돌·구리·철 등으로 만든 칼·창 ·도끼 등이 근접전투의 공격무기로 쓰였고, 원거리용으로는 투창·노궁(弩弓) 등이 사용되었다."
기관단총,세계 여러 나라의 기관단총 개발에 큰 영향을 주었다는 평가를 받는다.
기관단총,약 67만 9200정 생산된 M3 시리즈 가운데 6·25전쟁에서 미 육군과 해병대가 주력 기관단총으로 사용한 것은 M3A1이다.
기관단총,독일의 기관단총으로써 제조 회사의 이름을 덧붙여 보통 베르그만(Bergmann) MP(Maschinenpistole;기관권총)18이라고 부르고 MP18/I이라고도 한다.
기관단총,"수동식에는리볼버형 권총, 볼트액션 ·레버액션 ·펌프액션 ·중절식(中折式) 등의라이플총이나산탄총이 있고, 반자동식에는 반동이용 구조인 자동권총 ·반동 또는 가스압을 이용하는 라이플총이나 산탄총이 있으며, 전자동식은 반동이나 가스압을 이용하는 라이플총 ·기관단총 ·경기관총 ·중기관총 등이 있다."
기관단총,"기본형 외에기관단총, 카빈,경기관총등의 변형이 있다."
기관단총,그러나 1964년에는 개머리판과 권총손잡이를 강화 플라스틱으로 교체한 G3A3과 슬라이드식 견착대를 설치한공수부대용 기관단총 G3A4가 개발되었다.
기관단총,"기관단총, 저격소총 등의 변형이 있다."
기관단총,세계 최고의 기관단총이라는 평가를 받으며 독일을 비롯한 세계의 많은 특수부대에서 채용하였다.
기관단총,"HK는 헤클러 & 코흐의 머리글자이며 54에서 5는 기관단총, 4는 9×19㎜권총탄을 사용한다는 뜻이다."
기관단총,"총신길이는 기본형이 508㎜이며 기관단총, 카빈, 경기관총 등과 서로 교환할 수 있다."
기관단총,독일 헤클러 & 코흐가 1960년대에 실용화한 기관단총이다.
기관단총,"원래 기병총을 가리키는 것이었으나, 1941년 미국육군이 기존의 기병총과 다른, 보병총과기관단총의 중간 성격을 가진 새로운소총으로 카빈M-1을 개발한 뒤부터 그러한 종류의 소총을 카빈이라고 하게 되었다."
기관단총,"제2차 세계대전에서 미군이 사용한 기관단총으로써 설계자 톰슨(Tomson, John T)의 이름을 따 톰슨 기관단총이라고도 하며 별명은 토미건이다."
기관단총,영국의 스텐과 함께 구조가 가장 간단한 기관단총이라는 평가를 받는다.
기관단총,톰슨이 1916년 설립한 오토 오드넌스사(社)는 톰슨이 1915년 출원한 지연 블로백(delayed blowback) 자동화기에 대한 특허를 기반으로 기관단총 개발을 시작하여 1921년 50발 드럼탄창을 사용하는 M1921을 발표하였다.
기관단총,톰슨 M1을 대체하여 대량 생산하기 쉽도록 개발된 미국의 기관단총이다.
기관단총,1919년 개발된 벨트 급탄식 기관단총을탄창식으로 개조하여 1928년 미군이 제식 채용하였다.
기관단총,"단총신형,기관단총, 저격소총 등의 모델도 개발되어 라틴아메리카와 아프리카, 아시아 여러 나라에 수출되었다."
기관단총,1918년 3월까지 약 1만정이 배치되고 1918년 3월 21일 처음 실전에 사용되었지만 기대만큼 활약하지 못하였기 때문에 독일군은 '기관단총은 실전에 도움이 되지 않는다'는 결론을 내렸다.
기관단총,제2차 세계대전말기와6·25전쟁에서 미군이 주력 기관단총으로 사용하였다.
기뢰,"1,200t급으로 수중 최대속도는 북한이 보유하고 있는 항속 16kn의 위스키(Whisky)급, 로미오(Romeo)급보다 약 2배 정도 빠르며,어뢰와기뢰등을 장착, 속도 ·성능면에서 북한의 잠수함보다 우수한 것으로 평가되고 있다."
기뢰,당시의 소해정은 밧줄 같은 예인 소해구를 끌고 다니면서 기뢰의 계류(繫留)끈을 끊고 바다에 떠오른 기뢰를소총·기관총으로 사격하여 폭파시키는 것이었다.
기뢰,"자기기뢰(磁氣機雷)를 소해하여야 하므로 선체는 목재이고, 엔진 등은 경합금·스테인리스강·플라스틱 등으로 되어 있다."
기뢰,소해정에는 자기기뢰(磁氣機雷)에 대비한 목조정(木造艇)이나 플라스틱제(製) 등 이외에 함대소해정·연해기뢰부설함·경함대기뢰부설함·함대기뢰부설함 등이 있다.
기뢰,"기뢰를 부설하는 데는 수상함 이외에잠수함·항공기, 그리고 가장 부설함(假裝敷設艦:어선의 모선을 개장 또는 전용) 등도 사용된다."
기뢰,"넓게는기뢰를 탐지하여 제거·폭파 또는 무해화(無害化)하기 위한소해정(掃海艇) 등, 기뢰전 및 대(對)기뢰전용의 함정까지를 말한다."
기뢰,"이 시스템은 청-녹 레이저와 CCD 카메라를 사용하여, 기뢰가 부설된 수면에서부터 전투함의 바닥 부분까지의 해상을 탐지한다."
기뢰,"제2차 세계대전 때부터 선체의 자기(磁氣), 추진기의 소리, 선박의 항행에서 생기는 수압 등에 의해서 폭발하는 감응기뢰가 출현하게 됨에 따라 소해정·소해장비가 일신되었다."
기뢰,1996년에는 카만사에서 개발한 공중 레이저 기뢰탐지시스템을 세계 최초로 장착하였다.
기뢰,"이 기종은 향상된 추진장치, 동력, 무기, 탐지장치와 시스템을 갖추고대잠수함작전, 대함작전,기뢰제거작전, 정찰·탐색·구조 임무는 물론 다목적 군사작전, 군대투입, 비밀작전 등 다양한 임무를 수행하는 데에 이용된다."
기뢰,"미국남북전쟁(1861~1865) 때는 기뢰·잠항정(潛航艇)이 활용되었고, 북군의 모니터(Monitor:1,200t)와 남군의 메리맥(Merrimac) 간에 벌어진 최초의 갑철함(甲鐵艦)끼리의 전투는 특히 영국과 프랑스 두 나라 군함의 건조에 많은 영향을 주었다."
기뢰,기뢰·어뢰와 같은 수중무기에 대해서도 효과적이다.
기뢰,본래의 대잠초계 임무 외에 일반초계 ·수색 ·추적 ·연락 ·기뢰부설 ·선박공격 ·기상통보 ·침로유도(針路誘導) 등 다른 임무도 수행한다.
기뢰,미사일 외에 130㎜ 함포 4문·45㎜ 함포 2문·30㎜ CIWS(근접방어무기체계) 4문·RBU-1000 대잠로켓 6연장발사기 2개와 로켓 48발·533㎜ 어뢰발사관 4문·기뢰 40개 등을 장비했다.
기뢰,"일반적으로 비교적 소형 ·경량의 함정으로서, 종래에어뢰정이라고 하던 고속정을 장비만 바꾸어 초계 ·소함정 포격 ·기뢰부설 ·소해(掃海) ·미사일발사 ·대잠용 등으로 사용할 수 있는 고속초계정과, 속력은 떨어지나(25kn이하) 초계 ·감시 ·구난 ·항만경비 등의 용도로 건조된 200∼300 t 내외의 함정을 가리킨다."
기뢰,"전투기 대 전투기 간의 공대공 전투능력(F), 대지상 공격능력(A), 공대해 작전능력, 해상기뢰 작전능력, 야간 대지 작전능력과 광선 및 적외선에 의한 정찰능력도 갖추고 있으며, 2대의 터보팬 엔진이 장착되어 있어 1대의 엔진이 고장나더라도 전투를 계속할 수 있다."
기뢰,"기뢰의 사용에는국제법상 공해 부설의 제한, 지속시간의 제한, 부유시간의 제한이 있으나 거의 지켜지지 않고 있다."
기뢰,"관제기뢰는 주로 아군 항만의 보호에 사용되고, 부유기뢰는 주로 함대전투에서 적함대의 진로에 부설하기 위해 개발되었다."
기뢰,"처음에 독일이 이를 발명하여 사용하였으나 연합국측에 의해서 대량으로 사용됨으로써, 제2차 세계대전 말기에는 일본의 내해(內海) ·항만은 주로B-29에 의해 투하된 약 1만 개의 기뢰 때문에 해상교통이 거의 마비되었다."
기뢰,"감응기뢰는 함선의 자기(磁氣), 추진기관, 진행에 따라 생기는 수압 등에 감응하는 장치를 갖추어, 종래의 촉발식의 유효범위가 점(點)인 데 비해 이것은 물위의 함선에 대해서는 면(面), 잠수함에 대해서는 입체적인 가해범위를 가진 것이다."
기뢰,이 무렵에는 계류촉발식이 사용되었으나 제1차 세계대전 중 대(對)잠수함용으로 수중선기뢰가 나와 연합국은 독일 잠수함의 활동을 봉쇄하기 위해 수십만 개의 기뢰로 기뢰둑을 만들어북해(北海)에 부설하였다.
기뢰,기뢰는 16세기부터 사용되기 시작하여 미국 독립전쟁 때도 사용되었다.
기뢰,"부설법에 따라 계류(繫留) ·침저(沈底) ·부유(浮游) 기뢰, 기폭법에 따라 촉발(觸發) ·수중선(水中線) ·감응(感應:자기·음향 ·수압및 이것들의 조합) ·관제(管制) 기뢰 등 여러 종류가 있다."
기뢰,"공대지 미사일 36발, 자유낙하 핵폭탄 12발, 일반 핵폭탄 24발을 장비하도록 된 전략폭격기였으나, 현재는 재래식 폭격을 위한 임무로 전환되어 일반 폭탄·클러스터 폭탄·기뢰·일련의 정밀무기 등을 싣고 있다."
기뢰,"대잠수함전, 정보수집, 무력과시, 특수부대 수송, 기습작전,순항미사일에 의한 대지(對地) 공격,기뢰부설, 수색과 구조 등의 임무를 수행한다."
기뢰,또 적의 항공기와잠수함으로부터 아군의 함대와 선단을 방호하는 임무와기뢰부설·초계(哨戒)·포격·수송임무까지 맡았다.
기뢰,"일반적으로 비교적 소형 ·경량의 함정으로서, 종래에어뢰정이라고 하던 고속정을 장비만 바꾸어 초계 ·소함정 포격 ·기뢰부설 ·소해(掃海) ·미사일발사 ·대잠용 등으로 사용할 수 있는 고속초계정과, 속력은 떨어지나(25 kn 이하) 초계 ·감시 ·구난 ·항만경비 등의 용도로 건조된 200∼300 t 내외의 함정을 가리킨다."
기뢰,"오늘날 소해정에는 기뢰탐지기, 예항(曳航)소해구·자기소해구·음향소해구 등과 이것을 작동하기 위한 강력한 발전기를 장비하고 있다."
기뢰,"이 신관장치는 음향 ·수압 등으로 기폭되는 장치와 병용될 수도 있고, 가해공산(加害公算)을 획기적으로 증진시킨 침저감응기뢰(沈底感應機雷)의 기폭장치로도 이용된다."
기뢰,"또한 기뢰의 감응장치로, 직접 공격무기에 장치되는 경우도 있다."
기뢰,"제2차 세계대전 후 자기(磁氣) ·음향 ·수압식 감응기뢰가 발달하여 적의 항만 ·해협에 대한 부설을 위해서 항공기를 이용할 수 있게 되었으나, 아직도 계류기뢰(繫留機雷)가 방어용으로 중요시된다."
기뢰,"해군의 병기로는 항공모함·잠수함에 어뢰공격을 전문으로 하는구축함,호위함과 그 밖에 소형잠수정, 수륙양용전함정, 기뢰전함정, 고속초계정, 정보수집함정 등 다양하다."
기뢰,⑩기뢰:부설전용함(敷設專用艦) 또는 항공기 등에 의하여 부설된다.
기뢰,부설 상태에 따라 계유식(繫維式)기뢰·침저식(沈底式)기뢰로 분류한다.
기뢰,"항해하는 함선이 직접 접촉하면폭발하는 촉발(觸發)기뢰나 철제로 된선체의자기(磁氣)에 감응하면 폭발하는 자기기뢰와는 달리, 통과하는 함선의 추진기 소리 등을 감지하면 일정한 거리에서 폭발한다."
기뢰,따라서 이 기뢰는 목조선에 대해서도 효력을 발휘한다.
기뢰,"무장은하푼미사일과SLAM, 매브릭 공대지미사일, MK-46 또는 MK-50어뢰,로켓탄,기뢰,폭뢰등 최대 9t을 탑재할 수 있다."
기뢰,"주요 임무는 기뢰제거, 기뢰무력화, 기뢰탐지, 부유기뢰 파괴, 경로확보, 배와 비행기의 육상 예인 등을 포함한 공중기뢰대책(AMCA: Airborne Mine Countermeasures)이다."
기뢰,"기뢰제거의 임무 외에도 화물과 장비 및 승객을수송하며, 부상자 후송을 위해서는 최대 55명의 인원과 24개의 병상을 수송할 수 있다."
기뢰,"일반적으로 적성국 연안에 대한 강행(强行) 부설에는 기뢰의 적재량보다 속력이 중요하여 구축함형의 부설함이 필요하고, 소형 함정 ·특설부설함은 자국(自國)의 연안 ·항만에 대한 방어목적의 부설에 사용된다."
기뢰,"중소 화물선 ·연안여객선 ·어선을 부설함으로 개조한 특설 부설함과,순양함·구축함등에 기뢰 부설장치를 한 고속함이 있다."
기뢰,"기뢰 300∼500개를 적재하는 4,000∼7,000 t급의 대형함부터 100개 정도를 적재하는 300 t급의 소형 함정까지 있다."
기뢰,"앞뒤선창에 기뢰고를 설치하여 격납용 레일과 반입 ·반출을 위한 장치를 갖추고, 갑판상에 2∼6가닥의 레일을 설치하여 한 레일에 20∼80개의 기뢰를 얹어, 순차적으로 부설하도록 되어 있다."
기뢰,"전투에 사용되는 탄환류 ·폭탄류 ·지뢰 ·기뢰 ·폭뢰 및 발사화약 ·기폭약 ·점화화약 ·신관, 화생방물질을 충전한 장치 등의 일체를 말한다."
기뢰,"어뢰는 자주능력(自走能力)과 유도기구(誘導機構)를 갖춘 수뢰이며, 기뢰는 수중·해저에 고정되어 배가 접근하면 접촉에 의해서 폭발하는 것, 자기·음향·수압등에 감응하여 폭발하는 것, 관측기관에 의해서 표적물이 접근할 때 스위치를 누르는 관제폭발(管制爆發)시키는 것 등이 있다."
기뢰,"어뢰는 어형수뢰(魚形水雷),기뢰는 기계수뢰(機械水雷)의 준말이며,폭뢰(爆雷:대잠수함용 수중폭약)를 포함하여 수중파괴무기 전체를 가리키는 경우도 있다."
기뢰,"평시에는 기동할 수 없는 함정을 예인하거나 추락한 항공기를 탐지 및 인양하는 임무를 수행하며, 전시에는 전투로 손상된 함정을 구조하거나 주요 항만 출입로의 장애물과 기뢰를 제거하는 등의 임무를 수행한다."
기뢰,"기폭용의 자기감응신관은 어뢰 ·기뢰 ·폭뢰 등에 사용되는데, 어뢰용은 적 함선의 선저(船底)를 통과할 때 선체자기에 감응해서 신관이 기폭하며, 자기기뢰 ·자기폭뢰도 기폭원리는 같다."
기뢰,연안·섬 등의 고정시설이나 수상함정·잠수함·헬리콥터·비행정등에 장비되어 잠수함전 외에도 대기뢰전 등에 사용된다.
기총,적의 기총사격과 포탄에 대한 차체의 방호력을 강화하기 위해서 차량 내부는 3분할된 주조 구조를 채용하였고 장갑 두께는 34mm에 달했다.
기총,"승무원은 동체와 나란히 앞뒤로 배치된 2개의 좌석에 조종사, 기총사수 2명이 탑승하였다."
기총,"보통 공기총에 포함되는압축가스총은액화(液化)탄산가스의 기화압력을 이용하여 탄환을 발사하는 총기이며, 대상 포획물은 공기총과 같다."
기총,"62mm속사기총 4정, 조준장치,조명탄발사장치, 방탄장치 등이 추가되었다."
기총,"사격경기용 총에는 선조총(대·소구경)·산탄총 공기총·권총 등이 사용되며, 호신용·신호용에는 주로 권총이 사용된다."
기총,2mm 2연장기총 2기를 장착했으며 수상정찰기 6기를 탑재했다.
기총,"공기총은 공기를 압축시켜 그 압력으로 탄환을 발사시키는 총을 가리키며, 발사에 필요한 공기의 저장방식에 의해서 펌프식·레버식·스프링식·가스압력식으로 나눈다."
기총,"공기총에는 스프링식과 펌프식이 있으며, 단일 납합금탄 발사용과 산탄용이 있다."
기총,공기총은 공기의 압력을 이용하여 소형 날짐승을 잡는 데 쓰인다.
기총,"수렵용 총에는 선조총·산탄총·공기총이 있으며, 주로 큰 짐승의 사냥에는 선조총, 새나 작은 짐승의 사냥에는 산탄총, 작은 새에 대해서는 공기총이 사용된다."
대륙간탄도미사일,미국 ·러시아 ·프랑스 ·중국 등이 대륙간탄도미사일을 지하 사일로(silo)에 배치하고 있다.
대륙간탄도미사일,대륙간탄도미사일(ICBM)과 같이 탄도(彈道)의 일부분만이 대기권 밖을 통과하는 무기는 우주무기에 포함되지 않는다.
대륙간탄도미사일,"ICBM(대륙간탄도미사일)의 탄두로부터는 요격측을 속이기 위해서 금속박(金屬箔)인 스트립이나, 금속박인 기구(氣球)와 같은 반사체가 방출되는데, 이 돌파장치를 PENAID라고 한다."
대륙간탄도미사일,"그 후 폴라리스 미사일은 A2형 ·A3형을 거쳐 포세이돈 미사일로 개량되었고,대륙간탄도미사일(intercontinental ballistic missile:ICBM)인 미니트맨 및 전략폭격기와 함께 미국 전략억제력 3대 지주의 하나였으나, 그 중에서도 은밀성 ·기동성면에서 가장 뛰어난 핵무기체제로 평가된다."
대륙간탄도미사일,최근에 신형으로 개발된 이동식 대륙간탄도미사일은 미국의 미니트맨과 러시아의SSX-24가 있다.
대륙간탄도미사일,미니트맨형 미사일을 대체할 신형대륙간탄도미사일(ICBM)이다.
대륙간탄도미사일,"발사원리, 비행방법, 탄두 등은대륙간탄도미사일(ICBM)과 비슷하지만 사정거리가 짧다."
대륙간탄도미사일,"5t,액체연료, 사정거리 1만 2,000∼1만 5,000km의 대륙간탄도미사일(ICBM)이다."
대륙간탄도미사일,"대륙간탄도미사일(ICBM), 잠수함 발사탄도미사일(SLBM)과 함께 미국의 핵억지력을 구성하는 전략적 3축(Strategic Triad)의 하나인 전략폭격기부대(Strategic Bomber Force)에 있어서 필수불가결한 요소이다."
대륙간탄도미사일,대륙간탄도미사일은 대륙간탄도탄이라고도 한다.
대륙간탄도미사일,이 밖에대륙간탄도미사일(ICBM)의 발사를 감시하는 장치와 같이 각종의 적외선 경계장치가 개발되고 있다.
대륙간탄도미사일,전략무기감축협정(START) Ⅱ가 발효되는 경우 러시아는 다탄두대륙간탄도미사일인 SS-18 등을 파기해야만 한다.
대륙간탄도미사일,"1966년부터 1996년까지 구 소련(Soviet Union)에서 개발되고 배치되었던 2단 액체 추진 로켓을 사용한 대륙간탄도미사일(Intercontinental Ballistic Missile, ICBM)이다."
대륙간탄도미사일,"대륙간탄도미사일(ICBM)처럼탄도(彈道)가 아니라,인공위성처럼 궤도를 회전하며 목표지점에 가까운 곳에서 감속(減速) 로켓을 분사한 뒤 대기권으로 돌입하여 폭격한다."
대륙간탄도미사일,〈V-2〉 로켓엔진을 동력원으로 하는 최초의 미사일로 현재의 대륙간탄도미사일이나 잠수함 발사 탄도미사일에 해당한다.
대륙간탄도미사일,전략공격병기는 주로 대륙간탄도미사일(ICBM)로 지하의 강화기지에 배치되어 있다.
대함미사일,이 항공모함의 가장 큰 특징은 선체 앞에 SS-N-12 샌드박스(Sandbox) 함대함미사일 4기를 장착했다는 점이다.
대함미사일,탄도미사일잠수함을 파괴하기 위한 대잠전투함으로 설계되어 함대함미사일과 함대공미사일을 탑재함으로써 수상전투함 및전투기와의 교전도 가능하다.
대함미사일,"적의 대함미사일이 10~15Km에 밖에 도달하면, SM-2로 요격하며, 3~9km 요격범위에 들어오면 21연장 RAM으로 요격하게 된다."
대함미사일,"30㎜ 데파기관포2문을 고정무장으로 장착하며, 엑조세 공대함미사일, 마트라(Matra) 매직(Magic)2공대공미사일, ASMP(Air-to-ground middle range missile:중거리공대지미사일), AS30 공대함 레이저유도미사일(laser-guided missile) 등을 발사할 수 있다."
대함미사일,"무장은 동체 안의 폭탄창에 최대 4발의 대함미사일과 454㎏ 폭탄 4발을 탑재하고, 주날개 아래 4개의 파일론(Pylon)에 폭탄과 로켓 포드(Rocket Pod) 등 최대 5,443㎏를 장착할 수 있었다."
대함미사일,"1972년 6척이 배의 꼬리 부분을 3m 연장하고, 헬리콥터 갑판 설치 및 SS-N-2c 스틱스 함대함미사일 발사관 4기를 추가하는 등 Mod형으로 근대화 개수공사를 거쳤다."
대함미사일,이는 미국의 항공모함기동부대를 향해 대형 함대함미사일을 집중발사해 격파한다는 구 소련해군의 전술을 반영한 결과이다.
대함미사일,대잠헬리콥터와함대공미사일 48발·함대함미사일 8발·어뢰·장사정(長射程)함포·통합 전자전 시스템 등을 장비했다.
대함미사일,특히 E5는 1943년 세계 최초로 실전에서 무선유도 대함미사일을 발사한 기종으로 유명하다.
대함미사일,"함대함미사일 외에 76㎜ 2연장함포 2문, 30㎜ CIWS(근접방어무기체계) 4문, SS-N-14 사이렉스 대잠미사일발사관 4문, RBU-6000 12연장대잠로켓발사기 2기, RBU-1000 6연장대잠로켓발사기 2기, 533㎜ 5연장어뢰발사관 2문 등의 무기를 장비하였다."
대함미사일,"함대함미사일 외에 ZIF-31B 57㎜ 70구경 4연장기관포4문(프로젝트 56M, U) 또는 SM-20-ZIF 45㎜ 4연장기관포 4문(프로젝트 56EM)·AK-276 76㎜ 59구경 연장포 2문(프로젝트 56U) 등의함포를 장착하였다."
대함미사일,무장으로는 76mm급 함포와 ‘해성’ 국산 대함미사일 4기를 장착한다.
대함미사일,"차이점은 충무공이순신함, 문무대왕함, 대조영함 등과 달리 KDX-Ⅱ 4번함인 왕건함처럼 한국형 수직미사일발사기를 장비하고 미국제 하푼 함대함미사일 8발 대신 한국이 개발한 SSM-700K 함대함미사일 8발을 장착하였다."
대함미사일,"하푼 대함미사일과 SM-Ⅱ 대공미사일, 5인치 함포 및 30mm CIWS로 무장하며 갑판에 대잠작전을 수행하는 슈퍼링스 헬기 1대를 적재한다."
대함미사일,PKX는 스텔스 고속정으로 설계되어 북한의 대함미사일을 피할 수 있다.
대함미사일,이구축함에 장착된 SS-N-1은북대서양조약기구가 스크러버(scrubber)라는 이름을 붙인 최대 사정거리 40㎞의 함대함미사일이다.
대함미사일,"SS-N-1 함대함미사일은 1970년대 북대서양조약기구가 스틱스라는 암호명을 붙인 SS-N-2로 대체되었는데, 1973년부터 1975년까지 3척이 SS-N-1 발사장치를 철거하고, SS-N-2 발사관 4기로 대체하였다."
대함미사일,"탑재 미사일은 3M-82 모스키트(나토명 SS-N-22 선번) 함대함미사일 4연장발사관 2문과 미사일 8발, M22 우라간(나토명 SA-N-7 가드플라이) 단거리 함대공미사일 발사기 2개와 미사일 48발이다."
대함미사일,"적의 대함미사일이 10~15Km에 밖에 도달하면,SM-2로 요격하며, 3~9km요격범위에 들어오면 21연장RAM으로 요격하게 된다."
대함미사일,"GSh-301 30㎜기관포를 고정무장으로 장착하고, Kh-31 공대함미사일과 Kh-41(ASM-MSS) 모스키트 공대함미사일,로켓탄등 최대 8,000㎏의 무장을 탑재할 수 있다."
대함미사일,"또 대함미사일 유도를 위해 항법·공격·통신시스템이 개량되었으며, 주날개의고양력장치도 강화되었다."
대함미사일,SS-N-12 샌드박스 함대함미사일 2연장발사관 8문과 SA-N-4 게코 단거리 함대공미사일 2연장발사기 2기 등을 장비하였다.
대함미사일,"또 SS-N-22 선번(Sunburn)초음속함대함미사일 4연장발사기 2기, 8셀의 SA-N-9 건틀릿 단거리 대공미사일 수직발사기(64발 탑재), 100㎜ 또는 130㎜ 함포 2문, 6총신 30㎜ CIWS(근접방어무기체계) 4문 등의 무기를 장착하였다."
대형 수송기,"이들 중 여러 나라가 2000년 이후에도 An-12를 운용하고 있지만, 러시아에서는 1990년 이후 Il-78·An-22 등 새로 개발된 대형 수송기로 대부분 교체됐다."
독도함,대한민국에서 운용하는 강습상륙함으로독도함이 있다.
돌격소총,"구소련이 개발한 AK-47, 미국의 M16소총과 함께 세계의 3대 돌격소총이라는 평가를 받았다."
돌격소총,제2차 세계대전 후 에스파냐로 건너가 세트메(Cetme)58 소총을 개발하였던 독일 기술자들이 귀국하여 헤클러 & 코흐사를 설립하고 세트메58을 개량하여 발표한 돌격소총이 HK31이다.
돌격소총,개발을 맡은 IMI사는 주변 아랍 국가들이 장비하였던 소련제 AK-47과 미국에서 도입한 M16소총을 비교한 결과 AK-47이 더 우수하다고 판단하여 AK-47을 기초로 1968년부터 신형 돌격소총 갈릴을 개발하였다.
돌격소총,불펍(bull pup)형 돌격소총의 원조이다.
돌격소총,77은 1977년 모델 돌격소총(Sturmgewehr)이라는 뜻이다.
돌격소총,구소련이 개발한 AK-47과 같은 제1세대 돌격소총으로써냉전시대 서방측 최초로 성공한자동소총이라는 평가를 받는다.
돌격소총,AK-47은 1947년 구소련군의 주력 돌격소총으로 제식 채용되면서 양산을 시작하였다.
돌격소총,"구소련의 자동소총으로서 독일의 G3, 미국의 M16소총과 함께 세계의 3대 돌격소총이라는 평가를 받는다."
돌격소총,제2차 세계대전에서 세계 최초의 돌격소총으로 등장하였던 StG44를 개발하였던 기술자들이 설립한 헤클러 & 코흐사(社)가 설계하였다.
돌격소총,1950년대 여러 나토 회원국들이 제식 소총으로 선정하였으며 70여개국에 수출되고 약 10개국에서 생산된 베스트셀러 돌격소총이다.
돌격소총,MP5는 독일 육군이 제식 채용하였던 돌격소총 HK31(G3)을 이용하여 개발하였다.
라팔,"라팔 C형에 비하여 무게가 610kg정도 더 무겁지만, 부품의 80% 정도와 시스템의 95%를 같이 사용한다."
라팔,"임무에는 육상공격, 해상공격, 공중방어, 공중정찰, 고정밀 공격,핵무기공격 등이 포함되며, 그 목적에 따라 기본형인 라팔 C 외에 라팔B,라팔 M 등 몇 개의 버전이 있다."
라팔,"라팔 C는단좌기로 1번기가 1988년 4월 발주되어, 1991년 10월 최초 비행 테스트를 실시하였다."
라팔,"라팔 B는복좌기로, 라팔 C에 비하여 350kg이 더 무겁고, 가격도 3∼5% 가량 더 비싸다."
라팔,라팔 M은 프랑스 해군용의 단좌기이다.
라팔,라팔 전투기는 한국의 차세대 전투기 후보기종 중 하나로 알려져 있다.
라팔,"라팔 C와 B는 공군용, 라팔 M은 해군용 버전이다."
라팔,"이밖에 공군용으로스텔스기능이 있는 것으로 알려진 라팔D,1997년부터 정찰임무용으로 개발을 검토 중에 있는 라팔 R 등 파생기종이 있다."
라팔,1986년 7월 라팔 A형의 첫 비행이 있었다.
라팔,주날개와 귀날개가 삼각형으로 되어 있어 기본적인 겉모습은라팔이나 유로파이터와 같아 보인다.
