용어,설명
SH-2G,"슈퍼 시스프라이트(Super Seasprite)라고도 한다. 구조임무를 주목적으로 하는 단발 
	엔진의 SH-2 스프라이트를 모체로 재탄생된 기종으로,미국해군의구축함과프리깃함에 탑재할 목적으로 개발된 다용도 헬기이다. 미국 카만 
	에어로스페이스(Kaman Aerospace)사(社)에서 생산한다.
이 기종은 향상된 추진장치, 동력, 무기, 탐지장치와 시스템을 갖추고대잠수함작전, 대함작전,기뢰제거작전, 정찰·탐색·구조 임무는 물론 다목적 
	군사작전, 군대투입, 비밀작전 등 다양한 임무를 수행하는 데에 이용된다.
주무장은 Mark-11 기뢰 1발과 최대 2발의 Mark 46 또는 Mark 50 ALWT어뢰, 7.62mm기관총포탑(砲塔)을 설치할 수 있다. 탑재할 수 있는대잠미사일은 AGM-119B 펭귄, 
	AGM-114 헬파이어, AGM-65 매버릭(Maverick), 시 스쿠아(Sea Skua) 등이다. 조종사 
	2명과 완전무장 병력 8명이 탑승할 수 있으며,제너럴일렉트릭의 1723마력 
	T700-GE-401 엔진 2기를 채택하여순항속도222㎞/h, 최대항속거리1000㎞를 
	기록한다. 1996년에는 카만사에서 개발한 공중 레이저 기뢰탐지시스템을 세계 
	최초로 장착하였다. 이 시스템은 청-녹 레이저와 CCD 카메라를 사용하여, 기뢰가 
	부설된 수면에서부터 전투함의 바닥 부분까지의 해상을 탐지한다.
매우 오래된 기종이지만 대잠 범용 헬기로서는 아직 손색이 없어서 중·소 국가에서 
	꾸준히 사용되고 있다. 미국 해군 외에이집트,오스트레일리아와뉴질랜드해군,타이완해군 등이 보유 중이다. 오스트레일리아와 뉴질랜드 해군은 1999년 말부터 
	SH-2G 헬기를 도입하여 2000년부터 앤잭(ANZAC)급(級) 프리깃함의 함재 헬기로 
	활용할 예정이다. 오스트레일리아에서 도입하게 될 SH-2G(A) 기종에는 펭귄 
	미사일과 통합전술 항공전자공학 시스템(Integrated Tactical Avionics System: 
	ITAS)이 탑재되며, 뉴질랜드용에는 매버릭 공대지(空對地) 미사일이 탑재된다. 
	이집트는소나(sonar)와공중급유용 커플러를 장치한 SH-2G(E) 기종을 도입하였다."
"구포 [mortar, 臼砲]","1365년 영국왕에드워드 3세의 군대가 프랑스의 푸아티에 전투에서 봄바드포(砲)라고 
	하는 것을 사용하였는데, 그것이 구포식 포였다고 한다.
구포는 포신에 큰 사각(射角)을 줌으로써 탄도가 심한 포물선을 그리고,탄환이 커다란 
	수직위력(垂直威力)을 가진다. 그만큼 포탄의 속도도 느려 보통 400m/s 이하이며, 
	무거운 포탄을 사용하면 근거리 사격에서 위력을 발휘한다. 용도에 따라 요새포(要塞砲) 
	·공성포(攻城砲) ·박격포(迫擊砲) 등으로 구분된다."
"상륙함정 [landing ship, 上陸艦艇]","적의 해안에 상륙지점이나교두보(beachhead)를 확보한 후 상륙시킨 지상군으로 
	하여금 적의 방어선을 돌파시켜 급속히 전선을 확대하는 상륙전의 개념을 
	만족시키기 위한 함정들의 일반적 명칭이다. 따라서 상륙함정은 병력과 장비를 
	수송, 전개시킬 수 있는 편제상의 능력을 보유한 함정으로서대양에서 원거리 
	항해를 할 수 있는 능력이 있으며 입체화·기계화·전자화된 현대 상륙전을 
	지원토록 설계되어 있다.
운용목적에 따라항공모함급의 강습상륙함과 전술처리전산망를 보유한 상륙지휘함, 
	공기부양선형 고속상륙정까지 그 종류가 다양하다. 특히 상륙정과 헬기를 탑재하는 
	상륙함은 상륙선거형함(LSD:LandingShipDock,LPD:AmphibiousTransportDock)과 
	상륙공격형함(LHA:LandingHelicopterAttack,LPH)으로 구분되는데, 선거형의LSD와LPD는 운용상 양호한 대양 항해능력과 20~24kn정도의 속력이 요구되므로 
	깊은 흘수를 가지며 만재 배수량은 9,000~16,000t정이다.
미국의LHA,LHD는 함 하나에 종래의LSD,LPD와LPH의 기능을 갖추고 있으며 
	상부에 헬기 격납고를 설치하므로 건현(乾舷:배에 짐을 가득 실었을 때 수면 위에 
	드러나는 뱃전의 부분)이 큰 선형으로 되어 있으며, 배수량은 선거형함의 2배 
	이상이며, 길이와 너비의 비는 6.5~8배로서 항향성이 우수하고 복원성능에 여유가 
	있다. 미국의 경우 상륙공격함은IWOJIMA급(LPH) 7척,TARAWA급 5척이 취역되어 
	있고,IWOJIMA급의 후속 대체함으로 개발되어 '1989년 1번함이 취역한Wasp급LHD는 
	속력 24kn이상으로서 11척이 건조될 예정으로 있다. 또한 상륙전 지휘함인 
	블루리지(BlueRidge)급 상륙함은 해군전술정보망(NTDS), 해군정보처리망(NIPS), 
	상륙전 지휘정보망(ACIS) 등의 최신정보망을 보유함으로써 신속한 상륙전 
	수행능력을 보유하고 있다.
러시아의 경우 대형 상륙함(LST) 23척, 중급상륙함(LSM) 82척, 상륙정(LCU) 100척을 
	보유하고 있는 것으로 알려져 있다. 대체로 각국의 공통적인 발전추세는 
	공기부양선형 상륙정을 이용하여 장비 및 병력을 신속하게 수송할 수 있도록 
	사육정을 고속화하며 상륙작전에 효과적으로 이용할 수 있는 더 많은 헬기를 
	탑재하는 함정건조가 증가되는 경향이다. 공기부양선형 상륙정을 이용하는 경우 
	종래의 4,000 야드 보다 10배나 되는 거리에서부터 상륙공격을 시작할 수 있으며 
	재래식 상륙주정이 세계해안의 17 %를 접안할 수 있는 것에 비교하여 
	공기부양선형은 70% 정도가 되므로 상륙작전의 고속화와 작전구역내에서 대폭으로 
	확대된 전개구역을 확보할 수 있다. 이 분야에 있어서 미국은 화물 60t(MB전차 1대 
	포함) 적재, 최고속도 50kn인LCAC(공기부양선형 고속상륙정)을 100여 척 건조할 
	예정으로 있다."
모니터호 [Monitor],"남북전쟁이 한창일 때인 1862년 3월 9일 남군의군함‘버지니아호’(또는 
	메리맥호)와 대전한 것으로 유명해진 북군의 장갑포함(裝甲砲艦)이다. 스웨덴 출생의 
	미국인 조선기술자J.에릭손이설계한 것으로서건현(乾舷)이 낮고, 흘수(吃水)가 
	얕으며, 커다란 선회포탑(旋回砲塔)을 장비하고 있었다. 그후 이러한 종류의 군함의 
	함종명(艦種名)이 되었다."
"다탄두기동성재돌입탄도탄 [maneuverable reentry vehicle, 多彈頭機動性再突入彈道彈]","미국 차기미사일원자력잠수함트라이던트의 트라이던트 I형 미사일용 MK 500형 탄두는 MARV화하기로 계획된 바 있다. 이는 종말유도가 아니라, ABM 회피를 목적으로 한 것이다.
1960년대 이후 공군에서 연구 중에 있는 ABRES(Advanced Ballistic Reentry System)는 탄두에플랩(flap)과 방향타(方向舵)를 장치하여 조종할 계획인데, 너무나 커서 아직은 실용화되지 못하고 있다."
"원자포 [atomic gun, 原子砲]","원자폭탄이 소형화되고 전술용으로 사용하게 되면서부터 이것을 제1선 전투용으로 사용할 수 있도록 폭탄화하였으며, 원자폭탄이 개발됨으로써 이것을 발사할 수 있는 화포가 필요하게 되었다. 따라서 1953년 미국 육군은 처음으로 원자포를 만들었다.이 포는 280mm평사포(平射砲), 무게 85t,사정거리 32km,TNT폭약20kt의 폭발위력을 가진 원자폭탄이나 재래식 폭탄을 사용할 수 있고, 2대의 차량에 견인되어 시속 50km로 이동할 수 있다. 그후 원자폭탄이 더 소형·경량화(輕量化)되어 1957년 기존의 8in(203mm) 포에서도 사격할 수 있게 되었고, 오늘날은 155mm곡사포(曲射砲)로도 2kt급 원자폭탄을 사격할 수 있게 되었다. 따라서 155mm이상의 포는 모두 원자포가 된 것이다."
기창 [旗槍],"단창(短槍)이라고도 한다. 창날 9치[寸], 자루 길이 9자[尺]이며,무기로도 사용되었다. 창술도 18기 등 여러 가지가 있었으며,선조이후 수년에 한 번 각 군문의 무사들에게 보였던관무재(觀武才) 초시(初試)의 시험과목이었다."
"공포탄 [blank ammunition, 空砲彈]","실탄과 구별되며 소리만 난다. 실탄에서 탄두만을 제거한 것과 처음부터 공포사격용으로 만들어진 것의 2가지가 있다. 용도별로는 실전훈련용,예포·조포등 의식용이 있다.서부극·전쟁영화 같은 데서도 많이 쓰인다. 실전용으로 사용되는 유일한 예는,총류탄(銃榴彈:rifle grenade)을 발사할 때 쓰는 공포탄뿐이다. 공포탄도 가까운 거리에서 맞으면 부상을 당하므로 주의해야 한다."
YAK-23,"야코블레프 설계국이 YAK-15와 YAK-17전투기를 기반으로 개발한 구소련의 단좌(單坐) 제트전투기이다. 소련 공군과 바르샤바 동맹군에 배치되어 활약하였다. 기체구조가 단순하고, 정비가 쉽기 때문에 운용부대에서 좋은 평가를 받은 기종이다.
동체 설계는 정비편의를 고려해 YAK-15나 YAK-17 등과 비슷한 응력외피구조를 채택하고, 기수부분을 쉽게 분리할 수 있도록 하였다. 엔진은 동체 아래 배치하고, 주날개는 YAK-17과 흡사하다. YAK-15, YAK-17에 비해 수직꼬리날개가 커지고, 수평꼬리날개는 더 위에 배치되었다.
크리모프 설계국이 개발한추력1,590㎏의 RD-500터보제트엔진 1개를 장비했으며, 최고속도는 시속 980㎞이다. 무장은 분당 550발을 발사할 수 있는 NS-23 23㎜기관포2문을 고정무장으로 장착하고, 주날개 아래 60㎏ 폭탄 2발 또는 증가연료탱크를 장착하였다.
1947년 6월 17일 원형기가 첫 비행에 성공하고, 원형기를 일부 개량한 뒤 1948년 초부터 양산을 시작하였다. 원형기를 비롯한 양산형 단좌전투기인 YAK-23 외에 아주 적은 수만 생산된 복좌연습기YAK-23UTI의 2가지 기체가 있다.체코슬로바키아에서는 S-101이라고 불렀다.
모두 310대가 생산되어불가리아·체코슬로바키아·폴란드등 바르샤바 동맹국에 많은 수가 공여되었다. 상승 성능이 좋은 경량전투기로 호평을 받았지만 MIG-15가 등장하면서 더 이상 생산되지 않았다."
오소리오 [Osorio],"브라질육군이 보유한미국제 M41 경전차를 대체하기 위해 브라질 엥게사가 개발한 주력 전차(MBT)이다. 주포와걸프전쟁4, 엔진 등 핵심 시스템은 수입했으며, 차체와장갑은 엥게사가 자체 개발하였다. 브라질 육군용과 수출용을 개발했지만, 비용 문제로 브라질 육군이 채용을 포기하고, 수출도 성공하지 못했다. 제식명은EE-T1이다. 브라질 육군용을 P1, 수출용은 P2라고 한다.
1982년 개발을 시작해 1985년 105㎜ 라이플포를 장비한 첫 번째 시제차가 완성되었으며, 1986년 두 번째 시제차는 주포를 120㎜ 활강포로 교체하였다. 1990년에는사우디아라비아에서 진행된 실험에서 두 번째 시제차가 미국의M-1 에이브럼스와프랑스의AMX-40을 능가하는 성능을 선보여 사우디아라비아 육군이 채용할 예정이었으나 실험 직후 일어난걸프전쟁의 영향으로 사우디아라비아 육군이M-1을 선택하면서 수출에 실패하였다. 브라질 육군도독일제 레오파르트1을 싼 값에 도입했기 때문에 생산은 이루어지지 않았다.차체와포탑은 방탄강판을 용접해 제작하고, 차체와 포탑 정면은 엥게사가알루미늄또는 강철과탄소섬유, 세라믹 등을 혼합해 자체 개발한바이메탈이라는 복합장갑을 채용하였다. 주포는 P1이 영국 로열 오드넌스(RoyalOrdnance)의 L7A3 105㎜ 라이플포, P2가 프랑스 지아트(GIAT)의CN-120-G1 120㎜ 활강포를 장비한다. 부무장으로 주포 왼쪽에 7.62㎜ 동축기관총, 차체 위에 12.7㎜ 중기관총 또는 7.62㎜ 기관총을 장착한다.
엔진은 독일MWM이 개발한 1,100마력의TBD234 12기통 디젤기관이며,변속기는 독일ZF의 전진 4단 후진 2단LSG3000이다. 화력통제시스템은 P1이 차장용 광학식 조준경과 포수용레이저거리측정기·영상증폭장비로 구성되고, P2는 차장용과 포수용 모두 프랑스SFIM의VS580 조준경과 레이저 거리측정기를 장비하였다."
VBL [Vehicule Blinde Leger],"정찰용 경장갑차량으로 전투중량이 3.59t에 불과하다.VBL이라는 이름도 가벼운 장갑차량의 프랑스어'VehiculeBlindeLeger'에서 머리글자를 따온 것이다. 1990년 첫번째 차량이 프랑스 육군에 인도된 후 1,580대 이상 배치되었다.
1978년 프랑스 육군이 밀란대전차미사일을 장비하고 정찰 및 정보수집 임무를 수행할 수 있는 3.5t 이하의 장갑차가 필요하여 개발되었다. 파나르 외에르노도 신형 장갑차 개발에 참여했으나 프랑스 육군의 평가시험 결과 1985년 파나르 차량이 제식 장비로 선정되었다.
두께 5~11㎜ 균질 압연강판을 용접해 차체를 제작했으며, 바퀴가 총탄에 맞아도 시속 30㎞로 50㎞ 거리를 주행할 수 있다. 동력장치는 푀조의XD3T 4기통 디젤기관과독일ZF의자동변속기로 구성되었으며, 포장도로에서 최고속도는 시속 95㎞,항속거리는 600㎞이다. 차체 뒤의 프로펠러로 시속 4.5㎞로 강을 도하할 수 있다.무장은 7.62㎜ 기관총 또는 12.7㎜ 중기관총 1정과 밀란 대전차미사일 발사기 1개를 차체 위에 장착한다. 휴대탄 수는 기관총탄 3,000발과 미사일 7발이다. 화생방(NBC) 방호장비, 능동식 야시장치 등도 장비한다. 파나르는 수출을 위해 대공레이더탑재차, 핫(HOT) 대전차미사일 탑재차, 미스트랄 지대공미사일 탑재차 등의 계열차량을 개발하였다."
나이키미사일 [Nike missile],"대상 표적을 레이더가 포착하면 컴퓨터로 고도·속도·위치를 확인한 뒤 미사일을 
	발사, 이를 전파로 유도하여 표적을 격추시킨다. 종류에는 에이잭스·허큘리스·제우스·엑스(스파르탄 및 스프린트) 등이 있다.
① 나이키에이잭스(Nike-Ajax): 1950년대 중반에 실용화된 최초의 지대공미사일. 
	탄두는 보통 폭약으로 되어 있다. 길이 6.1m, 지름 0.3m, 중량 약 1t, 최대사정거리 
	45km, 최대사정고도 23km, 최고속도 마하 2.5이다.
② 나이키허큘리스(Nike-Hercules): 1950년대 말기에 실용화한 에이잭스의 개량형 
	지대공 미사일.핵탄두와 보통 탄두를 겸용할 수 있다. 길이 8.2m, 지름 0.76m, 
	중량 4.5t, 최대사정거리 140km(개량형은 210km), 최대사정고도 45km, 최고속도 
	마하 3이다. 미국 ·유럽 ·일본 ·타이완 등에 배치되어 있다.
③ 나이키제우스(Nike-Zeus): 대륙간탄도 미사일(ICBM) 및 중거리탄도 미사일(IRBM) 
	요격용 지대공 미사일.1962년 태평양에서 실험 결과 그 실효성이 문제가 되어 그 
	개량형인 스파르탄 개발에 착수하게 되었다.
④ 나이키엑스(Nike-X): 대기권 밖의 광역(廣域)방어용 ‘스파르탄’과 대기권 내 
	지점 방어용 ‘스프린트’로 된 복합식 탄도탄요격용 미사일(ABM). ‘스파르탄’은 
	제우스의 개량형으로 최대사정거리 수백km, 탄두는 1∼2 Mt의 
	열핵무기(熱核武器)로서 대기권 밖의 X선과 중성자의 효과를 이용한다. 
	‘스프린트’는 적의 실탄두(實彈頭)와 모의(模擬)탄두를 식별할 수 있는 대기권 
	높이 30km 부근에서 요격하도록 되어 있으며, kt급의 핵탄두를 장치하고 있는 
	고가속성(高加速性) 미사일이다."
Do 18 [dornier 18],"Do18은 Do15 비행정의 후발 주자로 도니에르사가 1934년부터 개발하기 시작한 쌍발 
	비행정이다. 동체 위에 주 날개가 있고 날개 위에 동체 방향으로 두 개의 엔진이 
	앞뒤 일렬로 붙어 있는 독특한 엔진 구조, 파라솔 날개 등 Do15의 특성을 물려받았지만 
	전체적인 디자인은 매우 근대적인 기체이다.
루프트한자를 위한 원형 1호기 Do18a는 1935년 3월 15일 처녀 비행하였고 
	원형 1호기와 3호기인 Do18C를 포함한 초기 생산형 4기는 같은 해 루프트한자에 
	인도되어 장거리 비행 기록을 낸 후 대서양 횡단노선에 취항했다. 군용으로는 원형 2호기, 4호기인 Do18b 와 Do18d로 생산형인 Do18D-1, 
	D-2, D-3은 1936년부터 공군에 인도되어 총 75기 생산되었다. D형은 7.9MG 15 2문을 
	탑재하였으나 엔진출력과장갑강도가 당시 기준으로 봐도 미흡했기 때문에 1938년에 
	엔진출력을 높인 Do18 G-1이 개발된다. G-1은 훈련형인 H-1과 합쳐 1940년 여름까지 
	71기가 생산된다. 처음에는 Do18G-1이 해상초계임무를 맡고 Do18 D를 해상구조임무에 사용하였으나 
	1942년부터 모든 Do18이 해상구조임무에 사용된다."
O-62,"미 육군 항공대는 1941년 각종 경 비행기를 시험 도입했는데 이 때제2차 세계대전이전의 3인승 경비행기였던 스틴슨 105 보이저도 O-62로 채용하였다. O-62는 같이 
	채용된 다른 경비행기 보다 성능이 우수한 기체로 라이카밍 O-435-1엔진을 탑재하여 
	어느 정도 무리한 운행에도 견딜 수 있는 다용도 경비행기였다. 1942년에 미 육군은 
	O-62를 275대 발주한다. 이후 이 기체는 L-5 센티넬로 이름을 바꾸게 된다."
기가톤폭탄 [gigaton bomb],"10억t은 1,000Mt에 해당되며, 오늘날 사용되는무기로는 아직 개발된 것이 없다.수소폭탄(열핵무기)은 이론적으로는 얼마든지 큰 것을 만들 수 있으나 운반수단을 
	포함한 효과면을 고려할 때, 소수의 매머드폭탄은 다수의 소형 폭탄보다 못한 
	것으로 생각된다."
KV-1 [Klim Voroshilov-1],"겨울전쟁(러시아-핀란드전쟁)과제2차 세계대전에서 활약한 구소련의 중전차(重戰車)이다. 많은 파생형이 개발되었으며 강력한 화력과 방어력으로 제2차 세계대전이 끝날 때까지 독일군 전차를 압도하였다.KV는 스탈린의 측근이자 국방인민위원이었던 보로실로프(Voroshilov,KlimentYefremovich)의 이름에서 머릿글자를 딴 것이다.
1936년 에스파냐내란에 의용군부대를 파병한 구소련은 당시 의용군이 장비하였던T-35 중전차보다 강력한 화력과 충분한 방어력을 가진 전차의 필요성을 깨닫고 1937년부터 설계를 시작하였다. 1939년 8월까지KV1대,SMK1대,T-100 2대 등 3종류 4대의 시제전차가 완성된 뒤 구소련이 핀란드를 침공하여 발발한 겨울전쟁에 투입하여 성능을 시험하였다.
겨울전쟁을 통한 실전 운용 결과 단일포탑을 탑재한KV의 우수성이 입증되어 1939년 12월 19일 국가방위위원회의 결정에 따라 구소련군의 중전차로 제식 채용되었다. 1940년부터 양산을 시작하였으며 같은 해 개발된 신형중전차KV-2와 구별하기 위해 1941년부터KV-1이라고 부르게 되었다.정면장갑의 두께가 105㎜에 달하고 76.2㎜전차포1문과 포탄 98발, 7.62㎜기관총3정과 기관총탄 3,024발을 장비한KV-1은 독일군 전차부대에 위협의 대상이었다. 그러나KV-2와 같이 전투손실이 아닌 고장과 연료부족 때문에 승무원들에 의해 버려지고 말았다. 1939년형·1940년형·1941년형·1942년형 등 20가지 이상의 형식이 개발된KV-1 시리즈는 1943년까지 모두 4247대가 생산되었다."
글로스터 미티어 [Gloster Meteor],"제2차 세계대전말 등장한연합군최초의 제트 전투기로써 기체를 설계한 글로스터사(社)에서 붙인 이름은G-41이다. 영국의 휘틀(Whittle,Frank,1907.6.1~1996.8.8)이 1930년 출원한 제트기관에 대한 특허를 바탕으로 개발되었다. 1944년 중반부터 영국 공군의 전투기부대에 배치되어 영국본토를 공격하는 독일의 V1을 요격하는 데 사용되었고 6·25전쟁에도 투입되었다. 제트기임에도 불구하고 구소련의MIG-15 등에 비해 속도가 느렸기 때문에 주로 지상공격기로 활용되었다.
글로스터사는 1941년 5월 14일 첫 비행한G-40(E-28-39)에 원심형 제트기관을 처음 탑재하였다. 그러나G-40은 출력이 부족하였기 때문에 양산되지 못하고 시제기에 머물렀다. 1942년 7월에는 로버(Rover)W.2B엔진 2개를 탑재한G-41 시제기 8대를 제작하여 육상주행시험 등에 사용하였지만 비행안정성이 부족하다는 판단에 따라 양산 계획을 폐지하였다. 결국 1943년 4월 5일 엔진을 추력 771㎏의롤스로이스W2B/23C로 교체한 미티어가 첫 비행에 성공하였다.
고정무장으로 20㎜기관포4문을 탑재한 첫 번째 양산형 미티어F.MkⅠ은 1944년 1월 첫 비행에 성공하였고 같은 해 7월부터 영국 공군에 배치되었다. 배치된 직후 주로 영국본토를 공격하는 V1을 요격하였으며 유럽대륙의 전투에 투입된 것은 1945년 4월부터이다.F.MkⅠ 외에연습기,정찰기, 야간전투기 등 10여가지 모델이 개발된 미티어 시리즈는 1955년까지 모두 3,900대 이상 생산되었다. 일부 모델은 1970년대까지 현역에서 활약하였다."
스틱스미사일 [Styx missile],"길이 6.1m,꼬리날개 약 2.7m인 유익형(有翼型)미사일로, 
	삼각꼬리날개[三角尾翼]를 갖춘 것이 특징이다.고체연료를 사용하며, 
	2연장(連裝)발사장치에 의해서 약 24km내의 함정을 공격할 수 있다. 고속초계정에 
	탑재되며, 쿠바 ·이집트 등의 해군에도 장비되어 있다.
1967년 중동전쟁에서 이집트에 양도된 고속초계정이 이 미사일로 이스라엘구축함에이라트호를 격침시켜 유명해졌다."
"기체폭탄 [fuel air explosive, 氣體爆彈]","일반폭탄은 주로 고체상태의 폭약을 터트려 원하는 폭발효과를 얻으나 기체폭탄은 액체나 기체상태의 가연물을 에어로졸(분무상)상태로 확산시켜 공기와 잘 혼합시킨 다음 점화시켜 폭발을 일으킨다. 이러면 가연물이  빠르게 연소하게 되고 이 때 연소속도는 폭발보다는 느리고 최고 압력도 낮지만 대신 보통 폭약보다 최고압력이 길게 지속되어  보통 폭약보다 긴 충격파가 발생하며 부차적으로 연소열에 의한 효과도 나타난다.가연물과 공기의 비가 최대와 최소 사이에 해당되어야 폭발이 일어나며, 폭발을 일으키는 가연물의 농도 범위는 증기의 종류, 혼합기체의 조성, 압력, 온도, 기타 조건에 의해서 변화한다. 예를 들면, 가연물과  공기의 혼합기체에서는 상온·상압 하에서 수소 5∼27%, 메테인가스 5∼15%, 에틸렌 4∼22%, 아세틸렌 3∼82%의 농도가 폭발을 일으키는 범위로 알려졌다.장점으로 재래식 폭탄보다 폭발력이 커서 같은 중량의 트리니트로톨루엔(TNT)의 약 7배 파괴효과를 낼 수 있으며 ,단점으로 비나 바람이 부는 것과 같은 기상조건에 영향을 받으며 많은 양의 가연물을 넓게 분사하는게 어려워 폭탄 자체를 크게 만들기 어렵다.미국, 
	러시아, 이스라엘, 중국, 프랑스, 스페인, 이라크 등이 공식적으로 보유한 것으로 알려져 있다."
"보급정비함 [logistic support ship, 補給整備艦]","나라에 따라 모함(母艦) 
	·정비함 ·지원함 ·보급함 등으로 불린다.제2차 세계대전까지공작함과 모함의 
	임무를 겸한 것으로, 여러 함정에 장비된 각종 전자 ·통신 장비와무기·엔진 등의 
	부품 보급, 고장품 교환, 간단한 수리 및 각종 소모품의 보급, 승무원의 휴양 등을 위한 
	다목적함이며, 제2차 세계대전 후에 나온 비교적 소형의 신종 함정이다. 주로구축함급 
	이하의 함정지원용으로 쓰이며 큰 함정이나 큰함대에 대한 지원은 별도의 함정이 
	수행한다. 오늘날 미국 해군에는 이런 명칭의 함정이 없으나 영국을 비롯한 유럽 
	국가들은 이를 중시한다. 영국에서는 노후화된 중형화물선을 개조하여 ‘정비함’이라 
	하고, 임무에 따라프리깃용 정비함,소해정(掃海艇) 정비함, 양륙정(揚陸艇) 정비함 
	등으로 사용된다. 프랑스에서는 지원함, 독일에서는 모함이라 한다. 보통 2,000∼2,500 
	t급이다."
볼탄 [ball bomb],"모폭탄(母爆彈) 속에 야구공 모양의 자폭탄(子爆彈)이 300~600개 
	들어 있고, 자폭탄 속에는지름5.6 mm의 소형 강구(鋼球)가 280~300개 내장되어 있다. 
	시한장치에 의해서 모폭탄이 목표지점 상공에서폭발하면 자폭탄이 쏟아져 나오고, 
	다시 자폭탄의 폭발에 의해서 손자폭탄(孫子爆彈)격인 강구가 초속 510 m 속도로 
	사방에 비산(飛散)하면서 살상한다.
1발의 모폭탄은 너비 300~350 m, 길이 1,000 m의 
	타원형 속에 9만~18만 개의 강구를 가진다."
"야전포 [field gun, 野戰砲]","제1차 세계대전이전의 야전포는 말[馬]이나 
	분해를 해서 인력으로 운반되었고, 제1차 세계대전 이후부터 차량이 견인하였으며, 
	오늘날은 차량 ·장갑차에 의해서 견인되거나 전차 차체에 탑재된 자주포(自走砲)로 
	되어 있다. 야전포는 발사된 탄알이 그리는탄도의 모양에 따라곡사포(曲射砲)와평사포(平射砲)로 구분된다. 야전포를 장비하고 있는 병력을 야전포병, 야전포를 장비한 
	부대를 야전포병부대라고 한다.
야전포에는 인마살상을 위한고폭탄, 장갑에 대한 
	관통력이 강조된 철갑탄, 전장 조명을 위한 조명탄, 신호용 연막탄, 심리전용 전단을 
	내장하고 있는 선전탄, 소이효과를 내는 백린탄(白燐彈), 화학탄 등의 다양한 포탄이 
	사용되며, 전술핵탄도 발사할 수 있다. 미국의 야전포에는 105mm곡사포부터 280mm평사포까지 여러 구경의 포가 있다."
한국의 무기,"한국군의 지상전력은 기동전력을 보강하기 위하여 한국형 전차의 지속적인 배치와 
	한국형 전차 성능개량 및 기동지원 장비 확보 등으로 전투능력을 향상시켜 왔다. 
	대(對)기갑전력은 대전차화기와 유도무기의 통합 운용체제로 발전시켰다. 또 탱크는 
	한국형 전차(K-1 전차, TYPE 88)를 비롯 M-47·48이 있으며, 장갑차는 K1FV와 M-113·200이 주력 무기체계이다. 견인포는 105mm (M-101, KH-178), 155mm (M-53, 
	M-114, KH-179), 203mm(M-115) 등이 있다.또한 자체 개발한 구룡다연장포가 주목할 
	만하다. 미래의 전장을 주도할 다기능 전력으로서 지상군 항공전력은 통합전력 
	발휘차원에서 각 군에서 운용되는 헬기전력을 통합운용함으로써 전투 효율성을 
	극대화하고 있다. 공격용 헬기로는 AH-F·J와 휴즈사(社)의 500MD가 있다. 
	방공무기체계로 지대공 미사일로는 Javelin, Redeye, Stinger, Mistral, HAWK 등을 수입·운용 중이다.
해상전력도 북한 함정의 수적 우세에 대응하기 위하여 질적·양적 
	보강과 적 잠수함에 대응하기 위하여 입체적 대잠수함 전력확보에 중점을 두고 있다. 
	즉, 구축함·호위함·초계함·고속정 등 성능이 우수한 한국형 전투함을 개발하여 
	실전 배치함으로써 함정의 질적 보강에 힘쓰고 있다. 보유하고 있는 구축함은 하푼과 
	같은 미사일을 구비하고 있으며,순양함·호위함 등은 하푼뿐만 아니라 
	엑소셋(Exocet) 등을 구비하고 있다.해상전력도 자체 무장된 헬기 공격능력을 갖추고 
	있는데 500MD 헬기와 영국의 Lynx가 주력기종이다. 항공무기체계는 유사시 조기에 
	제공권을 확보하고 지상·해상 작전에 지원을 하도록 질적 개선에 중점을 두어 왔다. 
	1960년대부터 F-4, F-5 전투기를 도입하면서 구형기인 F-86 전투기를 대체시켰고, 
	1980년대는 제공호(號)를 국내에서 생산 ·배치하였으며, 오늘날은 F-16 전투기를 
	확보하여 최일선 영공방위 임무를 담당시키고 있다. 이들 주력기종이 무장한 미사일은 
	공대지 미사일 Maverick과 공대공 미사일 Sparrow·Sidewinder 등이 있다."
전략미사일,"전략목표는 주로 도시 및 전략병력이므로 큰 사정거리(대륙간 사정)와 큰 
	파괴력 및 방어돌파성이 요구된다. 현재 사용되는 것은 주로 탄도미사일이며, 
	유도는 관성방식이고, 탄두는 Mt급의 열핵무기(熱核武器)가 일반적이다.전략미사일에는 설치·탑재 장소에 따라 대륙간탄도미사일(Intercontinental 
	Ballistic Missile:ICBM, 地對地)·잠수함발사탄도미사일(Submarine Launching 
	Ballistic Missile:SLBM, 潛對地) 및 항공기탑재미사일 등이 있으며, 항공기 탑재 
	미사일에는 탄도미사일 형식인 것과 유익무인(有翼無人) 형식인 것이 있다. 특수한 
	것으로는 러시아의 부분궤도 폭격방식(Fractional Orbital Bombardment 
	System:FOBS)이 있다.FOBS는 일단 저고도(低高度)의 위성궤도로 발사되어 지구를 완전히 1회전하기 전에 
	역추진 로켓을 분사하여 목표를 향해서 강하 공격하는 것이다. 고도가 낮고 
	강하시에 궤도를 변경하므로 조기경보 및 요격에 대해서는 유리하지만, 
	탄도미사일에 비해서 훨씬 큰 추진력이 필요한데다가 정밀도도 저하되기 때문에, 
	미국에서는 전략적 가치가 낮은 것으로 판단하고 있다."
